"","chimp","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"127","Merv","01/06/1976","Halpha","Hep",1,"AH","7/15/01",9322,26.2,"Yerkes","A",2,2,5,5,2,3,2,5,5,5,4,2,4,5,4,6,4,5,5,4,3,4,5,5,5,2,2,5,5,5,2,4,4,4,4,5,2,3,3,1,3,2,4,7,"01/06/1976","Halpha","Hep","Yerkes",2,1,"DL","10/04/1997","B",6,4,2,4,7,6,2,2,5,1,7,5,3,6,7,5,5,4,2,2,2,6,2,6,6,6,2,7,7,4,5,2,2,2,2,2,5,5,5,7,7,6,2,2,6,2,2.5,3,6,6,5.5,4.5,2,3,5,4,6,3,6,6,4.5,2.5,4,5.5,5.5,5,2,2,5.5,4.5,5.5,2,3.5,5,4.5,3,6,2,4.5,4,1.5,2.5,1.5,4.5,6
"128","Missy","07/08/1993","Mai","Jimoh",0,"TH","8/16/00",2596,7.3,"Yerkes","B",NA,6,1,4,7,2,2,1,1,1,6,7,6,7,1,7,3,1,1,1,7,6,4,5,6,7,7,1,7,2,1,7,1,6,4,5,2,1,7,1,5,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Morgan","04/11/1996","Kasey","",1,"LP","06/03/2000",1514,4.3,"Yerkes","B",NA,4,4,4,4,3,1,5,6,4,6,2,2,7,1,7,2,2,6,2,3,7,5,5,6,4,6,2,4,3,1,4,5,3,2,4,2,1,3,1,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Mortimer","12/20/1976","Mary","Homer",1,"WH","07/07/1997",7504,21.1,"Yerkes","A",2,1,6,6,1,2,6,6,6,6,NA,NA,NA,NA,NA,4,1,7,7,4,1,2,7,7,4,2,2,7,5,6,4,4,6,4,2,4,2,6,2,4,5,1,4,6,"12/20/1976","Mary","Homer","Yerkes",2,1,"MW","7/15/01","B",2,7,1,2,7,6,1,1,2,2,7,2,4,7,7,7,3,1,1,2,2,6,1,6,6,7,1,2,7,2,2,2,1,1,1,1,6,1,2,6,7,3,4,1,6.5,1,1.5,6.5,6.5,6,4,NA,NA,NA,NA,NA,5,1.5,7,7,5,1,1.5,7,6.5,3,1.5,1.5,7,3.5,6,3,4,6,3.5,1.5,3,1.5,4.5,2,2.5,4.5,1.5,3,6.5
"131","Natasha","12/19/1987","Mai","Walnut",0,"SS","1/16/99",4046,11.4,"Yerkes","B",NA,5,3,2,3,4,1,4,6,3,4,2,2,3,2,2,5,6,2,4,6,4,3,1,3,5,4,2,7,2,1,5,1,5,2,1,2,1,6,7,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Ossabaw","11/17/1976","Tari","Jiggs",1,"AH","7/15/01",9006,25.3,"Yerkes","A",2,4,5,6,2,3,2,5,5,5,3,3,1,2,4,2,2,4,4,2,3,4,5,5,3,2,3,6,4,3,4,2,2,2,3,2,4,5,3,5,5,4,4,4,"11/17/1976","Tari","Jiggs","Yerkes",2,1,"MW","7/16/01","B",3,2,5,4,NA,5,3,4,5,2,2,5,4,4,2,4,6,2,4,5,3,3,3,5,4,2,3,4,2,4,4,2,2,3,5,4,4,3,5,4,4,2,2,3.5,5,3,3.5,2,3.5,4.5,4,3,3,3,3.5,4,3.5,3.5,NA,3,3,3.5,3,4.5,4,4,3.5,3,4,4,4,3,3,3,4,3,3,3,3.5,3.5,4,3.5,3,4.5,4
"133","Panzee","12/31/1985","Cookie","Jimoh",0,"MB","06/05/2002",6000,16.9,"Yerkes","A",4,1,1,5,5,6,1,6,2,4,7,1,6,5,2,2,6,4,7,6,7,6,4,2,7,2,4,4,7,7,1,7,5,7,6,7,1,1,6,3,1,1,6,7,"12/31/1985","Cookie","Jimoh","Yerkes",4,0,"JK","06/05/2002","A",6,1,2,5,4,4,6,4,4,1,7,5,2,7,5,7,2,4,1,2,1,5,1,6,7,4,NA,NA,5,5,NA,1,NA,1,1,3,2,4,7,6,7,NA,1,3.5,6,4.5,3.5,1,6.5,4,5,5.5,1,4,5,3.5,3,4,4,6,4,5,5,5.5,3.5,7,1.5,2.5,4,6,6.5,1,4.5,6,4.5,3.5,NA,NA,NA,NA,NA,1,1,5,7
"134","Patrick","7/14/1993","Teppi","Zeb",1,"KG","2/18/98",1680,4.7,"Yerkes","A",4,6,1,2,5,2,7,6,6,4,3,7,4,5,4,4,4,2,4,3,6,6,6,6,4,6,5,6,3,4,5,5,5,3,3,3,5,5,4,5,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Peony","01/01/1968","","",0,"SS","1/19/99",11341,31.9,"Yerkes","B",NA,1,7,5,1,6,1,6,3,2,5,1,4,2,5,1,4,3,1,2,6,5,1,1,2,1,2,1,6,6,1,4,5,4,4,2,1,1,6,4,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Phillip","4/30/1977","Lolita","Hep",1,"MW","7/26/01",8853,24.9,"Yerkes","A",6,3,4,4,3,2,5,5,6,6,3,3,2,1,6,2,2,3,3,5,1,2,5,6,3,2,3,6,4,5,4,2,4,3,3,2,3,5,2,5,4,5,3,6,"4/30/1977","Lolita","Hep","Yerkes",6,1,"SS","1/19/99","B",5,2,1,6,6,4,2,1,1,1,6,4,2,3,6,6,3,1,5,1,1,6,1,6,6,4,2,1,7,3,1,2,1,1,1,2,4,1,3,5,5,2,2,2.5,4.5,2,3.5,3.5,5.5,5.5,5.5,2,2,1.5,2.5,6,3,1.5,4.5,4.5,4.5,1.5,1.5,4,6,3,1.5,2,5,3.5,5.5,3,2,5,3,2,1.5,2,3.5,1.5,3.5,3,3,2,6
"137","Phineas","01/01/1966","","",1,"JF","01/12/1999",12064,33.9,"Yerkes","B",NA,5,6,4,4,3,2,7,7,2,6,2,4,6,2,5,2,6,5,6,3,5,5,2,5,2,2,2,6,6,1,4,1,6,5,4,1,2,4,1,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Polyanna","2/17/1989","Lilone","Jimoh",0,"WH","7/30/97",3085,8.7,"Yerkes","A",12,5,4,4,5,4,1,4,3,2,5,5,4,4,4,4,4,4,3,5,4,4,4,2,3,5,4,4,5,4,3,4,4,5,4,4,4,2,2,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Puddin","12/23/1978","Mai","Hep",1,"WH","08/05/1997",6800,19.1,"Yerkes","A",2,2,5,5,1,3,6,5,4,6,2,2,2,3,6,4,4,6,7,5,3,2,6,5,3,1,2,5,4,4,4,3,6,4,5,5,3,2,2,4,4,5,4,4,"12/23/1978","Mai","Hep","Yerkes",2,1,"AH","7/15/01","B",6,5,2,5,5,4,1,1,4,3,4,2,3,4,4,6,4,2,3,3,1,5,2,5,5,6,5,4,6,3,1,4,3,2,1,2,4,1,4,5,5,5,5,1.5,5,1,3,5.5,4.5,4.5,6,1.5,1.5,2,2.5,5.5,4,3.5,5.5,5.5,4.5,2.5,2,5,5,3.5,1,2,5.5,3.5,4.5,4,3,5.5,4,3.5,4.5,3,3.5,1.5,4.5,4.5,4,4,5
"140","Ranette","12/17/1987","Marilyne","Walnut",0,"SS","1/13/99",4045,11.4,"Yerkes","A",NA,2,5,4,4,5,1,4,5,4,5,2,4,4,2,4,4,5,5,4,4,3,3,2,2,3,3,5,6,5,2,4,4,5,3,3,1,2,3,5,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Reba","11/03/1958","Flora","Web",0,"WH","7/30/97",14149,39.7,"Yerkes","A",7,6,3,4,4,2,6,3,3,2,4,5,3,2,2,4,4,3,2,2,3,3,5,5,2,5,5,5,5,4,2,3,3,3,3,2,5,6,4,4,6,2,4,4,"11/03/1958","Flora","Web","Yerkes",7,0,"DL","10/04/1997","B",4,7,5,6,5,4,6,6,4,1,4,2,1,6,3,5,1,4,2,3,6,6,6,4,3,3,5,1,3,2,4,7,7,4,6,6,1,1,2,2,2,6,6,6,3,5,2,6.5,3.5,2.5,3,2.5,5.5,4,2,4,4,3.5,4,2.5,1.5,4.5,3.5,5.5,5.5,2,5.5,5.5,4,3.5,4,4.5,2,3,2,3.5,1.5,6,6,4,4.5,6,1.5,4,4.5
"142","Rebecca","5/20/1991","Mickie","Frans",0,"AH","7/15/01",3709,10.4,"Yerkes","A",5,4,1,5,6,4,1,2,3,1,6,5,5,4,3,5,5,1,1,5,4,5,4,3,4,6,6,2,4,3,2,5,3,4,5,4,4,3,5,2,3,3,5,3,"5/20/1991","Mickie","Frans","Yerkes",5,0,"MW","7/29/01","B",2,2,3,6,2,1,4,5,2,3,3,1,5,4,2,5,2,3,3,3,5,2,3,5,2,3,6,3,4,5,3,6,5,3,6,4,3,3,2,4,3,3,5,4,4,5.5,3.5,1.5,2.5,3.5,1.5,4.5,5,4,2.5,4.5,3,4,1.5,1.5,4,4,4,4,2.5,3,6,4.5,2.5,4.5,4,4,5,2.5,3,4,3.5,4.5,3,4,4,4,3,3.5,4
"143","Rhett","4/20/1989","Atlanta","Walnut",1,"JM","01/11/1999",3553,10,"Yerkes","B",NA,1,4,5,2,3,1,2,4,5,5,1,3,4,1,4,3,5,5,2,3,5,3,1,5,2,2,1,4,5,1,3,5,5,2,3,1,1,3,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Rogger","01/01/1969","","",1,"WH","11/03/1997",10533,29.6,"Yerkes","A",7,1,7,7,1,3,4,7,7,6,3,3,2,2,3,5,3,7,6,5,3,3,5,3,2,1,2,4,5,5,2,4,6,1,5,1,5,2,3,4,5,2,1,6,"01/01/1969","","","Yerkes",7,1,"MW","7/25/01","B",2,2,5,6,5,2,5,5,2,3,5,2,4,2,2,6,4,3,5,5,2,3,2,5,3,4,6,3,3,5,4,7,4,3,6,5,2,3,3,4,5,3,5,3,6,3,4,3,6,5.5,4,3,2.5,3.5,2,4.5,3.5,4,6,4,3.5,4,3,3.5,3,2.5,3.5,2,4,5,5,4.5,4,4.5,2.5,4,2,4.5,2.5,3.5,5,5,2.5,1.5,6
"145","Ronald","05/04/1988","Banana","Geoff",1,"LF","7/24/97",3368,9.5,"Yerkes","A",3,4,1,1,5,4,1,1,1,1,4,4,4,4,4,3,3,1,1,1,4,4,3,4,3,7,6,2,4,3,4,4,2,3,2,3,5,3,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Rosemary","02/11/1994","Foxy","Carmichael",0,"LP","06/11/2000",2312,6.5,"Yerkes","B",NA,5,2,2,5,4,6,3,2,2,7,3,6,4,3,3,5,2,2,4,6,7,4,2,5,4,6,2,5,5,4,6,3,5,6,5,1,2,6,3,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Rowena","8/13/1988","Ericka","Dobbs",0,"AH","7/26/01",4730,13.3,"Yerkes","A",11,3,2,6,4,5,2,4,3,6,3,3,2,4,4,4,3,2,2,3,3,2,3,5,4,2,3,5,3,5,4,4,4,4,2,3,4,5,3,5,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Sabrina","10/16/1978","Mary","Homer",0,"SS","1/14/99",7395,20.8,"Yerkes","A",NA,4,4,4,3,3,5,3,3,5,3,3,3,2,5,5,3,5,5,4,3,3,5,5,4,4,4,5,4,4,5,4,5,5,3,4,2,5,3,3,2,4,3,5,"10/16/1978","Mary","Homer","Yerkes",NA,0,"AH","7/15/01","B",1,2,3,5,2,3,5,5,3,4,2,2,4,4,2,4,4,2,3,3,7,2,5,3,2,3,6,4,2,5,3,5,5,2,6,5,2,3,2,1,2,3,3,4.5,3,4,3,3.5,2.5,2,3,3,5,3,2,5,4,3,3.5,3.5,3,4,2.5,4.5,3.5,3,5,4.5,4,4.5,3.5,5,4,3.5,4.5,2.5,4,3.5,4,3,4.5,2.5,4,3,4.5
"149","Sam","5/19/1982","Tari","Homer",1,"WH","09/12/1997",5595,15.7,"Yerkes","A",12,2,5,5,6,5,1,2,6,3,5,5,5,4,2,5,4,5,5,6,4,4,3,2,1,3,5,3,5,3,2,4,3,2,5,2,4,5,5,2,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Samantha","8/28/1997","Melinda","Lux",0,"AH","7/26/01",1428,4,"Yerkes","A",11,5,1,6,5,5,1,2,4,3,4,3,4,5,2,6,4,1,1,5,4,5,2,2,5,6,6,2,3,1,2,4,5,4,4,4,3,2,5,1,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Scott","6/23/1987","Jencie","Jimoh",1,"LF","7/18/97",3678,10.3,"Yerkes","A",2,2,5,5,2,4,1,1,5,2,4,1,5,5,1,4,5,4,4,4,3,4,3,5,5,1,2,4,3,4,1,4,4,5,4,6,1,4,4,2,1,3,2,5,"6/23/1987","Jencie","Jimoh","Yerkes",2,1,"LP","7/16/97","B",2,1,5,1,1,6,1,4,1,1,1,6,5,2,2,7,7,7,7,6,1,1,3,6,6,1,1,7,6,6,7,1,4,5,1,6,7,6,7,5,2,1,1,1.5,3.5,3,5.5,1,1,5,2,5,1,5,5.5,1,5,5.5,2.5,3,5.5,4.5,5.5,2.5,3,6,1,2.5,2.5,4.5,5,1,4.5,5,6,4.5,6.5,2.5,2.5,5.5,1.5,1,2,1.5,6
"152","Sean","3/16/1992","Barbi","Rogger",1,"JM","01/11/1999",2492,7,"Yerkes","A",NA,5,3,4,4,3,1,5,5,3,5,2,2,6,2,5,3,5,5,4,3,4,2,2,5,3,4,2,3,4,1,4,4,3,3,3,3,3,4,1,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Sellers","12/18/1983","Marilyne","Walnut",1,"WH","11/14/97",5080,14.3,"Yerkes","A",3,1,4,5,3,5,1,5,5,5,5,2,2,6,3,4,3,5,3,5,3,4,3,3,5,2,2,2,6,7,3,4,6,5,5,5,3,2,4,4,2,4,2,6,"12/18/1983","Marilyne","Walnut","Yerkes",3,1,"MW","7/29/01","B",4,3,5,3,3,4,3,3,2,3,5,4,4,5,4,3,5,4,5,5,3,3,3,5,3,4,4,3,4,5,5,3,3,5,3,4,3,5,4,4,5,3,3,2,5,3,5,2,5,4.5,4.5,5,2.5,3.5,5,3,4,4,4,3.5,4,3.5,4,4,3,4.5,2.5,2.5,3,5.5,6,3,4,4.5,5,5,4,3,2.5,4.5,4,2.5,3.5,2,4.5
"154","Sheena","1/20/1989","Sabrina","Puddin",0,"WH","7/15/01",4559,12.8,"Yerkes","A",5,2,6,5,1,4,2,6,6,6,5,3,4,5,2,5,3,6,5,5,3,4,5,5,6,2,2,3,5,5,2,4,5,5,5,5,4,4,3,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Sheila","3/19/1972","Lolita","Hep",0,"SS","1/13/99",9796,27.5,"Yerkes","B",NA,3,6,5,3,3,1,5,5,5,4,1,3,4,5,5,3,5,5,4,4,2,6,1,4,1,1,3,6,6,4,5,3,6,4,4,1,1,2,3,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Shirley","01/11/1985","Tai","Rogger",0,"WH","07/10/1997",4563,12.8,"Yerkes","A",2,4,5,6,5,4,7,6,2,2,4,4,4,5,3,4,4,5,5,5,4,4,6,2,4,4,5,5,6,6,5,4,5,5,5,4,2,4,4,3,4,2,4,5,"01/11/1985","Tai","Rogger","Yerkes",2,0,"MW","7/15/01","B",5,2,2,3,6,6,2,2,2,1,7,1,6,7,7,6,5,1,2,1,2,6,2,2,6,7,4,1,5,1,1,4,3,6,1,1,7,3,4,7,6,3,4,3,6,3.5,3,4.5,6.5,4.5,3.5,3.5,3,3,3,3,5,2.5,5.5,6,6,2.5,2.5,6.5,4,4,2.5,3.5,6,3.5,4,4.5,5,5.5,5,5.5,2.5,2.5,3.5,2.5,3.5,4,1.5,3,5.5
"157","Socrates","1/23/1987","Gwennie","Walnut",1,"SS","01/10/1999",4370,12.3,"Yerkes","B",NA,1,7,7,1,5,1,3,1,6,6,1,5,5,2,5,4,6,6,7,6,6,4,6,6,1,1,3,5,7,2,6,7,7,4,7,1,2,4,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Sonia","11/01/1959","","",0,"SS","01/03/1999",14308,40.2,"Yerkes","A",NA,4,4,2,4,6,1,1,1,1,6,2,6,1,4,1,6,1,1,1,7,7,2,1,4,4,2,1,7,6,5,5,1,5,6,2,4,1,7,6,1,4,3,4,"11/01/1959","","","Yerkes",NA,0,"WH","7/29/01","B",1,1,5,2,6,1,1,6,2,6,7,5,5,2,2,5,6,6,7,4,2,1,2,6,4,1,5,4,6,6,7,1,2,6,2,6,4,7,7,2,5,1,1,2.5,3.5,5,6.5,1,4,1.5,1,6.5,2,5.5,3,3,1,5,3.5,1.5,2.5,6.5,6.5,2,1,5.5,3,2,1,6.5,6,3,5,2.5,5.5,6,3,3,1,7,5.5,1,5,2.5,4.5
