"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","Sex.x","DOB.x","Dam.x","Sire.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","dom.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z","Colony","Status","Survey.1","BP.1","Weight.1..kg.","Survey.2","BP.2","Weight.2..kg.","Survey.3","BP.3","Weight.3..kg.","sex","maternity","paternity","momage","parity","bo","rearing","age","hi","date1","rbc","wbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","date2","rbc2","wbc2","hct2","hgb2","mcv2","mch2","mchc2","lymp2","mono2","eos2","date3","rbc3","wbc3","hct3","hgb3","mcv3","mch3","mchc3","lymp3","mono3","eos3"
"61","Fritz","561","11/3/04",105,12,1.2,7.3,3.5,0.3,65,39,28,175,19.2,1.6,142,3.8,102,0.9,10,3.8,39,48,73,503,21,1.8,281,"8/27/03",122,11,1.5,8,3.9,0.4,88,30,34,158,9.1,2.3,146,3.7,105,1,7,4.1,38,48,154,374,30,1.6,289,"7/22/02",103,10,1.4,7.6,3.8,0.4,91,34,24,177,9.9,2.4,140,3.5,99,1,7,3.8,43,45,118,481,32,1.7,276,"6/26/01",132,15,1.2,7.8,3.9,0.2,84,40,30,175,10,2.7,143,4.1,102,1,13,3.9,39,24,253,308,25,1.8,286,391,401,434,408.67,-18,-8,25,67,1,"7/14/88","Bo","Ossabaw","WH","11/21/97",3417,9.6,"Yerkes","A",8,3,5,5,2,2,5,4,5,6,3,4,2,4,4,4,3,5,6,3,2,2,5,5,4,2,2,6,2,3,4,2,5,3,6,3,5,6,2,4,5,3,2,6,"7/14/88","Bo","Ossabaw","Yerkes",8,1,"AH","7/26/01","B",5,3,2,5,5,5,2,4,5,4,5,3,4,5,6,5,4,3,3,4,2,3,2,3,3,4,4,4,5,5,4,3,4,3,2,4,4,3,4,5,3,5,5,2.5,5,4,3,2.5,4,4.5,5,5.5,3,3,2,3.5,4.5,4.5,3.5,5,6,3.5,3,2.5,5,4,4,2,2,5,3.5,3,3.5,3,4,3.5,4.5,3.5,4.5,5.5,3,4,5,3.5,3.5,5.5,"Yerkes","Alive","11/17/10","119/69",90,"10/5/09","132/65",99.5,"11/5/08","146/80",83.5,2,"Bo","Ossabaw",19.5,2,2,3,"8.5","-0.12","2/7/97",6.42,12700,52.6,17.7,81.9,27.6,33.7,18,3,4,"22/07/1998",6.27,12700,51.6,17.1,82.3,27.36,33.1,36,2,1,"13/07/1999",6.33,16400,51,16.8,80.6,26.5,32.9,10,4,0
"62","Garbo","168","12/2/99",105,12,1.1,8,3.5,0.1,129,54,35,183,19.3,2,144,2.9,100,0.8,11,4.5,27,27,49,449,34,2.3,283,"7/29/98",94,14,1,7.9,3.7,0.2,123,40,22,185,19,2.1,138,3.5,98,0.9,14,4.2,20,34,55,431,38,2.6,273,"7/21/97",95,13,1,7.8,3.1,0.4,109,17,17,217,19.6,2.5,141,3.6,103,0.7,13,4.7,NA,NA,47,247,NA,NA,NA,"7/16/96",77,14,1,7.2,3.4,0.7,75,28,17,179,19.1,4.1,141,3.6,95,0.9,14,3.8,NA,NA,71,108,NA,NA,NA,370,373,491,411.33,-41,-38,80,68,0,"12/10/53","Gamma","Bokar","WH","10/22/97",16022,45,"Yerkes","B",NA,1,1,5,6,5,3,3,2,1,5,5,5,4,6,1,4,1,1,5,6,4,4,3,5,6,5,2,5,3,4,4,1,5,4,3,5,3,6,5,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Gamma","Bokar",21,8,5,2,"43.5","-0.33","21/07/1997",5.04,12000,42.3,13.8,83.9,27.4,32.6,21,3,4,"29/07/1998",4.68,10100,39.9,13.3,85.3,28.4,33.3,36,4,2,"2/12/99",4.71,13500,39.9,12.9,84.7,27.4,32.3,33,0,4
"63","Gay","46A","12/7/99",18,11,0.9,7.2,3.7,0.1,61,19,16,215,17.9,3.6,133,2.9,93,0.8,12,4.1,20,11,90,111,15,1.8,263,"3/30/98",95,8,0.6,7,2.9,0.3,60,25,13,208,18.5,3.8,138,3.6,96,0.7,13,4.1,NA,NA,46,87,NA,NA,NA,"3/31/97",111,12,0.9,7.9,3,0.3,47,20,13,256,19.7,4.5,143,3.3,100,0.6,13,4.9,NA,NA,60,126,NA,NA,NA,"1/16/96",132,39,0.9,7.1,3.3,0.4,62,20,11,226,19,3,141,3.1,98,0.9,43,3.8,NA,NA,72,71,NA,NA,NA,440,364,617,473.67,-34,-110,143,69,0,"1/1/67","","","WH","8/31/97",11200,31.5,"Yerkes","A",7,2,7,7,3,4,2,6,5,6,3,5,3,5,5,4,2,7,6,6,3,2,5,4,4,2,2,4,4,5,4,3,6,4,4,3,5,4,5,3,4,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","",NA,NA,NA,1,"30","-0.83","31/03/1997",5.2,6500,40.3,13.5,77.5,26,33.5,50,0,2,"30/03/1998",5,10900,39.9,13.4,79.8,26.8,33.6,40,1,0,"18/02/1999",4.83,8200,39,13,80.7,26.9,33.3,36,3,1
"64","Gelb","505","7/19/04",81,7,1.1,7.4,3.5,0.3,87,78,46,184,8.9,3.9,140,4,100,0.9,6,3.9,63,31,84,166,87,1.4,275,"1/13/03",100,13,1.1,7.8,4,0.5,69,96,54,255,9.4,3,137,3,95,1.1,12,3.8,31,25,164,601,78,2.4,271,"2/19/02",95,10,1,7.7,3.8,0.3,94,81,48,211,9,4.5,141,3.7,96,1,10,3.9,25,28,125,248,51,2,278,"1/31/01",104,10,1.2,7.8,3.8,0.4,104,82,53,209,9.7,2,139,3.4,98,1,8,4,36,23,87,405,50,1.6,274,384,328,553,421.67,-38,-94,131,70,1,"4/18/83","Sheila","Walnut","MW","7/15/01",6663,18.7,"Yerkes","A",2,1,6,6,2,2,3,6,6,5,5,2,1,2,4,2,5,5,6,4,2,3,7,7,3,2,1,6,5,5,2,6,3,4,4,2,2,4,4,2,5,5,4,5,"4/18/83","Sheila","Walnut","Yerkes",2,1,"WH","9/2/97","B",5,5,3,6,4,2,3,3,2,5,5,2,2,4,5,5,2,2,3,4,5,5,4,3,4,5,6,1,4,5,3,5,6,3,5,2,4,3,2,5,5,6,6,2,5,5.5,2.5,2.5,4,5.5,5.5,5,4,3.5,2,2,5,2,4.5,4.5,5.5,4,2,2.5,5.5,6,2.5,3.5,2.5,5.5,5,4,3.5,4,3.5,3,3.5,1.5,4,5,3.5,4,5.5,5,3,5,"Yerkes","Alive","11/14/11","116/60",55.5,"2/21/11","108/57",77.5,"12/9/09","145/71",75,2,"Sheila","Walnut",11,2,2,2,"14.5","-0.42","2/12/97",4.99,7300,44.8,14.8,89.8,29.7,33,40,2,5,"14/12/1998",4.95,10100,45.1,14.9,91.1,30.1,33,61,1,2,"21/06/1999",4.73,7900,42.8,14.2,90.5,30,33.2,47,3,1
"65","Georgia","562","6/11/04",97,8,1,7.6,4,0.1,99,40,20,187,9.9,2.6,146,3,108,1.1,8,3.6,46,18,251,126,31,1.9,285,"6/25/03",132,9,1,7.3,3.9,0.2,78,34,18,196,8.6,1.1,144,2.8,107,1.1,9,3.4,32,23,86,265,29,1.5,284,"6/6/02",128,9,1,7.7,4,0.1,74,33,21,204,9.8,1.6,142,3.1,109,1.1,9,3.7,28,27,134,322,30,1.8,280,"9/19/01",112,9,1.2,7.5,3.9,0.2,72,37,26,208,9.2,1.8,140,2.7,101,1.1,8,3.6,32,15,165,529,29,1.7,275,260,384,352,332,-72,52,20,71,0,"8/27/80","Borie","Jiggs","JM","8/16/00",7294,20.5,"Yerkes","A",1,1,7,7,2,6,1,7,7,6,6,1,2,4,1,4,3,7,7,7,1,4,4,6,7,1,1,6,1,6,1,2,7,6,2,6,1,6,3,2,2,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","4/21/09","149/93",81,"","",NA,"","",NA,1,"Borie","Jiggs",16,2,1,1,"17","1","9/10/97",5.33,11600,44.5,14.8,83.5,27.8,33.3,46,2,1,"30/09/1998",5.21,13600,44.1,14.9,84.6,28.6,33.8,24,2,0,"28/09/1999",5,18300,43,14.4,86,28.8,33.5,12,2,0
"66","Gwennie","506","11/18/99",141,9,0.9,8.1,3.8,0.1,112,36,24,194,9.8,2.6,142,3.8,105,0.9,10,4.3,35,30,109,364,31,1.8,282,"2/9/98",128,17,0.6,7.6,3.4,0.4,50,39,23,244,9.4,3.5,139,3.7,97,0.8,28,4.2,NA,NA,101,393,NA,NA,NA,"12/23/96",118,18,1,8.7,3.8,0.4,53,34,30,308,9.7,2.8,140,3.7,94,0.8,18,4.9,NA,NA,86,851,NA,NA,NA,"12/7/95",98,16,0.9,7.7,3.7,0.4,43,51,26,267,10.1,3.6,142,4,98,0.9,18,4,NA,NA,80,521,NA,NA,NA,382,413,647,480.67,-99,-68,166,73,0,"1/1/69","","","SS","1/16/99",10972,30.8,"Yerkes","B",NA,1,1,7,7,6,1,1,7,1,6,1,4,1,5,1,5,1,1,7,1,6,1,1,6,1,4,1,7,6,1,5,2,7,5,7,1,1,2,7,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","",NA,NA,NA,1,"27.5","0.58","23/12/1996",5.08,11300,41.2,13.5,81.1,26.6,32.8,38,2,1,"2/12/98",3.52,6800,31.3,10,88.9,28.4,31.9,37,0,1,"18/11/1999",5.28,7300,43.8,14.4,83,27.3,32.9,54,8,2
"67","Heppie","400","6/28/04",108,11,0.8,7.2,3,0.2,107,88,54,272,8.5,1.4,142,2.5,98,0.7,14,4.2,97,29,178,532,118,2.2,279,"9/9/03",103,9,0.9,6.9,2.4,0.4,118,99,61,254,7.9,1.8,141,2.4,96,0.5,10,4.5,55,27,194,494,110,1.4,276,"8/17/02",85,9,0.9,7.6,3.1,0.2,77,70,49,263,9.2,3.5,143,2.7,97,0.7,10,4.5,77,30,137,163,77,1.2,279,"7/25/01",108,7,0.9,7.1,3.1,0.3,103,73,47,234,8.8,2.5,140,2.7,99,0.8,8,4,45,25,111,380,70,1.4,274,388,388,293,356.33,32,32,-63,74,0,"5/8/69","Lolita","Hep","AH","7/15/01",11756,33,"Yerkes","A",2,4,3,3,6,6,2,4,3,2,4,5,4,2,5,1,4,1,1,4,5,4,3,1,1,4,3,2,6,4,5,4,2,3,4,2,5,2,3,6,3,6,4,4,"5/8/69","Lolita","Hep","Yerkes",2,0,"MW","7/29/01","B",3,2,4,5,3,3,5,4,3,3,4,3,5,4,3,5,3,4,5,4,4,5,4,5,4,5,4,3,4,5,4,5,4,3,5,4,4,3,4,4,3,3,4,4.5,3.5,3,5,5.5,2,4,3.5,2.5,3.5,4.5,4,2.5,5,2,4,2,2,4,4.5,4,3.5,3,2.5,4.5,3.5,3.5,5.5,4.5,5,4.5,3,3,3.5,2.5,4.5,2.5,3.5,5,3.5,4.5,3.5,4.5,"Yerkes","Deceased","11/2/09","204/128",51,"10/27/09","78/39",55,"6/2/09","110/57",55,1,"Lolita","Hep",9,1,1,2,"28","-0.04","7/7/97",4.77,11000,40.9,13.8,85.7,28.9,33.7,62,1,7,"16/07/1998",4.78,12200,42.2,14.2,88.3,29.7,33.6,57,2,6,"14/07/1999",4.98,11000,43.8,14.7,88,29.5,33.6,78,4,2
"68","Hoboh","367","5/4/99",121,18,1.3,8.1,3.6,0.2,95,39,51,246,9.2,5.1,143,2.6,90,0.8,14,4.5,44,34,80,253,20,2,284,"4/16/98",85,17,1,8,3.1,0.2,80,36,27,245,8.7,2.6,136,3.2,90,0.6,17,4.9,43,36,90,165,22,2.1,270,"4/9/97",103,15,1.1,8.3,3.4,0.4,83,31,28,244,9.5,2.4,144,3.3,97,0.7,14,4.9,NA,NA,80,153,NA,NA,NA,"3/27/96",85,15,1,8.3,3.3,0.4,79,30,29,219,9.4,2.3,141,3.4,91,0.7,15,5,NA,NA,118,20,NA,NA,NA,378,372,383,377.67,0,-6,5,75,1,"1/1/59","","","WH","7/27/97",14087,39.6,"Yerkes","A",3,1,6,6,2,2,6,6,4,6,3,5,2,3,4,4,4,5,6,5,3,3,6,6,4,2,4,4,5,5,5,2,6,4,4,4,5,6,4,4,5,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"","",NA,NA,NA,1,"38","-1","9/4/97",5.59,9600,45.8,15.3,81.9,27.4,33.4,49,3,2,"16/04/1998",5.11,123000,42.2,13.9,82.6,27.2,32.9,44,6,5,"4/5/99",5.33,13500,43.7,14.5,82,27.2,33.2,42,7,2
"69","Hunter","511","6/3/04",91,19,2,7.2,4,0.2,86,49,48,183,10.5,1.8,146,3.9,100,1.3,10,3.2,74,50,113,498,14,2.9,291,"11/25/03",72,20,1.8,7.9,3.8,0.3,98,44,42,205,10.3,2.1,144,3.2,99,0.9,11,4.1,66,44,135,541,22,1,285,"11/13/02",80,20,1.5,7.2,3.8,0.3,138,37,55,184,9.4,1.4,144,3.4,1.3,1.1,15,3.4,68,40,115,932,28,2.1,286,"10/30/01",55,18,1.6,7.6,3.7,0.3,167,48,60,200,11.1,3,146,3.9,97,0.9,11,3.9,90,21,115,890,31,2.2,288,379,377,191,315.67,63,61,-125,76,1,"8/3/84","Lilone","Rogger","WH","7/10/97",4724,13.3,"Yerkes","A",2,5,5,5,2,2,1,3,5,6,5,2,2,1,6,4,2,6,6,6,2,2,6,3,3,2,4,5,4,6,3,2,6,4,2,4,4,6,4,2,3,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Lil'one","Rogger",15,3,3,2,"13","0.77","10/9/97",6.64,17200,53.6,17.8,80.7,26.8,33.2,20,0,2,"21/10/1998",5.84,11900,48.3,15.2,82.7,26,31.5,12,4,1,"6/10/99",6.19,9900,49.9,16.2,80.6,26.2,32.5,49,1,1
"70","Iyk","317","3/17/04",107,11,1,8,3.8,0.2,132,29,28,241,10,3.4,139,2.8,94,0.9,11,4.2,62,38,131,147,27,2.4,274,"3/3/03",111,15,1.2,8.1,3.7,0.3,128,26,28,201,8.9,1.7,144,2.9,107,0.8,13,4.4,30,35,97,108,25,1.9,285,"3/7/02",113,13,0.9,8.1,3.6,0.2,117,19,24,195,9.3,2.3,142,3,97,0.8,14,4.5,39,38,142,213,19,2,281,"3/20/01",127,11,1.1,7.7,3.7,0.2,96,22,23,197,9.4,1.6,138,2.9,94,0.9,10,4,37,19,182,166,22,1.6,273,352,361,380,364.33,-12,-3,16,77,1,"8/1/62","","","MW","7/26/01",14239,40,"Yerkes","A",6,3,1,2,5,5,2,2,3,2,2,5,3,3,6,1,4,2,2,1,5,5,2,2,1,3,2,2,6,3,5,4,2,3,3,1,3,1,4,7,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"","Unknown",NA,NA,NA,1,"34.5","-0.15","12/3/97",4.98,7900,42.5,13.9,85.3,27.9,32.7,29,1,1,"19/03/1998",5.16,4600,43.8,14.7,84.9,28.5,33.6,41,1,3,"30/03/1999",5.25,7100,45.4,14.9,86.5,28.4,32.8,71,3,1
"71","J. carter","425","2/4/04",113,11,1.4,7.1,3.1,0.3,68,36,36,235,9.4,2.1,138,2.7,95,0.8,8,4,21,35,164,167,41,1.6,272,"2/6/03",91,12,1.8,6.9,3,0.2,58,30,34,226,8.5,1.6,138,2.8,100,0.8,7,3.9,29,36,142,170,31,1.5,271,"3/15/01",96,15,1.5,6.8,3.4,0.2,72,36,40,212,9.6,2.1,139,2.9,94,1,10,3.4,22,31,142,297,42,1.6,275,"2/8/00",113,12,1.6,7.1,3.2,0.1,67,55,51,199,9.3,1.4,138,2.9,96,0.8,8,3.9,25,30,88,316,54,1.6,273,401,693,363,485.67,-85,207,-123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Anna","Frankline",22,7,3,2,"20","0.51","18/02/1997",5.61,12000,48.5,15.6,86.5,27.8,32.2,26,0,0,"17/02/1998",5.37,9300,43.9,14.9,81.8,27.7,33.9,32,2,1,"3/3/99",4.98,6500,41.9,14,84.1,28.1,33.4,32,5,1
"72","Jacqueline","524","1/7/04",161,8,1,7.9,3.8,0.2,78,25,18,175,10.1,3.6,139,3.3,99,0.9,8,4.1,27,23,162,219,20,1.6,274,"1/15/03",112,7,1,7.3,3.8,0.1,84,24,19,141,9,1.8,144,3.6,109,1.1,7,3.5,42,21,81,399,21,1.8,283,"12/18/01",133,8,1.6,7.4,3.9,0.3,74,27,19,146,10,2.2,142,3.8,105,1.1,5,3.5,40,16,159,124,28,1.6,281,"1/30/01",105,7,1.2,6.9,3.7,0.2,87,26,15,157,9.5,2.2,142,3.8,107,1.2,6,3.2,37,21,140,113,27,1.8,280,322,393,357,357.33,-35,36,0,78,0,"10/16/76","Martha","Homer","WH","11/3/97",7688,21.6,"Yerkes","A",7,5,5,3,2,3,1,6,6,6,4,5,3,1,4,4,3,6,5,5,3,2,5,6,1,1,4,6,2,4,3,3,6,2,2,1,2,6,2,4,5,2,2,6,"10/16/76","Martha","Homer","Yerkes",7,0,"MW","7/25/01","B",4,2,3,3,5,4,3,3,4,3,6,4,3,3,5,5,4,3,6,4,2,3,2,5,5,5,4,4,4,4,3,3,3,4,2,4,5,3,3,5,4,2,3,4,4.5,3.5,2.5,4.5,1.5,6,5.5,5,3.5,3.5,3,2.5,3.5,4,3.5,5.5,5,5,3.5,2.5,4,4.5,2,1.5,3,5.5,3,4.5,3,3,5.5,3,3,2.5,2.5,4,2.5,4,4,2.5,3,5.5,"Yerkes","Alive","12/10/09","142/71",62,"12/16/08","156/81",61.5,"5/6/07","132/71",56.5,1,"Martha","Homer",16.25,2,2,2,"19","-0.69","13/12/1995",5.09,10400,42.3,13.6,83.1,26.7,32.2,26,0,1,"13/11/1997",5.23,10200,42.2,14.1,80.7,27,33.4,25,2,6,"17/12/1998",5.69,16100,46.3,15.8,81.4,27.8,34.1,12,0,1
"73","Jaimie","728","1/20/04",103,15,0.8,7.8,3.9,0.1,287,35,25,166,10.7,3.9,141,4.3,102,1,19,3.9,47,18,111,305,20,1.9,281,"2/14/03",87,14,0.8,7.9,3.7,0.1,371,52,46,147,9.4,3.5,138,3.9,102,0.9,18,4.2,48,19,121,780,26,1.9,274,"2/26/02",94,14,0.6,7.6,3.6,0.1,493,39,22,172,10.1,4.2,141,3.6,104,0.9,23,4,45,16,103,319,13,2,279,"3/9/01",73,15,0.8,7.9,3.9,0.1,710,49,31,205,10.4,4,143,4.1,104,1,19,4,38,12,131,663,27,1.9,283,354,353,340,349,5,4,-9,79,0,"5/17/95","Ericka","","SS","1/14/99",1338,3.8,"Yerkes","B",NA,2,1,4,4,3,1,2,4,4,7,4,4,7,1,7,4,2,1,4,7,6,2,1,7,5,5,1,4,2,1,4,1,3,4,4,5,1,6,1,5,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","5/27/11","104/56",54,"3/18/10","118/69",52.5,"7/13/09","103/42",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
