16-Aug-12,12:06,12:15,9,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CL,OOS,OOS,OOS,OOS,HL ,HL,NA,,,N,,N,,,,,,,HL,Y,D,N,,N,,N,,,Y,3,,,
16-Aug-12,12:06,12:15,9,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CL,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,KL ED,KL,ED,8m,,N,,N,,,,,,,KL,N,,N,,N,,N,,,Y,2,,,
16-Aug-12,12:06,12:15,9,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-12,11:03,11:20,17,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,Rene,RE,RE,RE,RE,EA,OOS,RE,RE,KD KL RE PA FK LI HL PE ED SO,RE,HL,3m,,N,,N,,,,,,,RE,N,,,,N,,N,,,Y,2,,,
17-Aug-12,11:03,11:20,17,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,RE,RE,EA,OOS,RE,FO,KD KL PA FK LI HL PE ED SO,LI,PE,1m,,Y,Leaks & carrots,N,,,,,,,LI,N,,,,Y,SO,N,,,N,,,,
17-Aug-12,11:03,11:20,17,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,RE,TR,RE,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,EA,RE,OOS,CL,OOS,OOS,LB DA LO KL LI HL EV,DA,HL,<1m,,N,,N,,,,,,,DA,N,,,,N,,N,,,Y,1,,,
17-Aug-12,11:03,11:20,17,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,RE,OOS,TR,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,TR,EA,OOS,OOS,FO,TR,LB LO KL LI HL ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-12,12:08,12:34,26,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,RE,RE,EA,OOS,TR,RE,PL,PL,CI KL RE PA FK LI PE EV ED SO,PE,FK,2m,,N,,N,,,,,,,PE,N,,N,,N,,N,,,Y,4,,,
18-Aug-12,12:08,12:34,26,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,TR,TR,RE,KD CI KL RE FK EV ED SO,SO,FK,5m,,N,,N,,,,,,,SO,N,,N,,N,,N,,,N,,,,
18-Aug-12,12:08,12:34,26,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,RE,RE,OOS,RE,RE,OOS,PL,PL,CI KL RE PA FK HL PE ED SO,CI,KL,1m,,N,,N,,,,,,,CI,N,,N,,N,,N,,,N,,,,
18-Aug-12,12:08,12:34,26,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,RE,RE,OOS,RE,RE,OOS,PL,PL,CI KL RE PA FK HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-12,11:02,11:20,18,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,G,RE,RE,RE,RE,RE,R,OOS,RE,KD DA PA FK LI HL PE EV SO,FK,PE,6m,,N,,N,,,,,,,FK,Y,D,N,,N,,N,,,N,,"Alot of alert behaviour particulary from the RE, PA and FK, possibly in response to keepers preparing scatter feed.",,
19-Aug-12,11:02,11:20,18,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,OOS,OOS,RE,OOS,RE,RE FK LI EV SO,EV,RE,1m,,N,,N,,,,,,,EV,N,,N,,N,,N,,,Y,2,,,
19-Aug-12,11:02,11:20,18,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,CL,CL,OOS,TR,OOS,OOS,OOS,RE,RE PA FK HL SO,PA,SO,5m,,N,,N,,,,,,,PA,N,,N,,N,,N,,,Y,3,,,
19-Aug-12,11:02,11:20,18,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,EA,TR,OOS,EA,OOS,OOS,TR,RE FK LI PE SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,11:45,12:11,26,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,EA,RE,OOS,OOS,OOS,OOS,OOS,KD PA FK LI ,PA,FK,8m,,N,,N,,,,,,,PA,N,,N,,N,,N,,,Y,3,"Same time as chimp talk and scatter feed, PA, FK, RE, DA, KD displaying alot",,
20-Aug-12,11:45,12:11,26,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,OOS,OOS,OOS,EA,RE,KD FK LI ED SO,ED,FK,1m,,Y,Carrots,N,,,,,,,ED,N,,N,,Y,KD,N,,,N,,,,
20-Aug-12,11:45,12:11,26,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,OOS,OOS,SG,OOS,EA,RE,PA FK PE ED SO,LI,PE,5m,,N,,N,,,,,,,LI,Y,D,Y,,N,,N,,,N,,,,
20-Aug-12,11:45,12:11,26,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,TR,RE,OOS,OOS,RE,OOS,RE,KD DA RE FK LI EV SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
21-Aug-12,15:38,16:05,27,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,TR,EA,TR,EA,TR,RE,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,LB DA LO CI LU EM FK ,EM,FK,4m,,N,,N,,,,,,,EM,N,NA,Y,,Y,LB,N,,,N,,Picked faeces from her bum and ate it on several ocasions. As she did not defecate I could not make out the kind of feaces.,,
21-Aug-12,15:38,16:05,27,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CI LU EM KL ,KL,EM,2m,,Y,Mango,N,,,,,,,KL,N,,N,,N,,N,,,Y,4,,,
21-Aug-12,15:38,16:05,27,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,LB LO LU KL HL SO,LO,HL,<1m,,N,,N,,,,,,,LO,N,,,,,,,,,,,,,
21-Aug-12,15:38,16:05,27,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,TR,OOS,OOS,OOS,RE,OOS,OOS,EA,EA,LU RE HL ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-12,15:29,15:53,26,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,G,OOS,FO,OOS,R,PA LI HL EV SO,HL,SO,<1m,,N,,N,,,,,,,HL,N,,,,,,,,,,,,,
23-Aug-12,15:29,15:53,26,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,G,OOS,RE,R,OOS,FO,OOS,RE,DA PA LI HL EV SO,DA,ED,6m,,Y,Sweet potatoe,N,,,,,,,DA,N,,N ,,N,,N,,,N,,,,
23-Aug-12,15:29,15:53,26,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,SG,G+R,OOS,OOS,OOS,G+R,PA LI HL SO,PA,HL,1m,,N,,N,,,,,,,PA,N,NA,N ,,N,,N,,,Y,3,,,
23-Aug-12,15:29,15:53,26,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,R,OOS,EA,OOS,G,LO PA LI HL EV SO,,,,,,,,,,,,,,,,,Y,,N,,N,,,N,,Picked faeces from hIS bum and ate it on several ocasions. As he did not defecate I could not make out the kind of feaces.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-12,10:43,11:14,30,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,RE,RE,RE,OOS,OOS,RE,RE,EA,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KD LB CI LU EM LY ,LU,KD,1m,,N,,N,,,,,,,LU,N,,,,N ,,N,,,N,,Chimps locked in due to preperations for Panda birthday party.,,
24-Aug-12,10:43,11:14,30,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,RE,RE,RE,OOS,OOS,RE,RE,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KD LB CI LU EM LY ,Q,KD,1m,,N,,N,,,,,,,Q,N,,,,N ,,N,,,N,,,,
24-Aug-12,10:43,11:14,30,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,RE,RE,RE,OOS,OOS,RE,RE,RE,RE,OOS,RE ,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KD LB CI LU EM LY RE,LB,LU,4m,,N,,N,,,,,,,LB,N,,,,N ,,N,,,N,,,,
24-Aug-12,10:43,11:14,30,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,RE,RE,RE,OOS,OOS,RE,RE,RE,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KD LB CI LU EM LY RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-12,11:49,12:18,29,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,CL,OOS,RE,RE,OOS,OOS,EA,RE,EA,RE,Rene,TR,OOS,RE,OOS,OOS,OOS,FO,EA,Q LB DA LU EM LY KL RE PA LI ED SO,KL,LI,<1m,,Y,,N,,,,,,,KL,N,,,,Y,LI,N,,,N,,Just after scatter feed from the balcony,,
25-Aug-12,11:49,12:18,29,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,TR,EA,RE,EA,CL,OOS,TR,EA,TR,EA,Rene,RE,OOS,RE,OOS,EA,OOS,OOS,RE,Q KD LB DA LO LU EM LY KL RE PA LI PE SO,PE,RE,3m,,Y,,N,,,,,,,PE,N,,,,N,,N,,,N,,,,
25-Aug-12,11:49,12:18,29,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,G,RE,RE,RE,R,EA,RE,EA,RE,RE PA FK LI HL PE EV ED SO,FK,RE,8m,,N,,N,,,,,,,FK,N,,,,N,,N,,,Y,5,,,
25-Aug-12,11:49,12:18,29,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Rene,RE,OOS,RE,R,EA,OOS,G,TR,KD RE PA LI HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-12,12:34,12:58,24,Balcony,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,RE,OOS,OOS,RE,TR,TR,OOS,TR,TR,RE,CI KL FK LI HL EV ED SO,EV,ED,<1m,,Y,Apples,N,,,,,,,EV,N,,,,N,,,,,Y,6,At same time as balcony feed of apples,,
27-Aug-12,12:34,12:58,24,Balcony,Carla,FO+SCAN+Groom+Agg,10min,TR,TR,TR,EA,TR,EA,FO,EA,TR,RE,OOS,RE,OOS,TR,RE,OOS,OOS,OOS,OOS,Q KD LB DA LO CI LU EM LY KL PA LI HL ,LO,LY,4m,,Y,Apples,N,,,,,,,LO,N,,,,N,,,,,Y,6,,,
27-Aug-12,12:34,12:58,24,Balcony,Carla,FO+SCAN+Groom+Agg,20min,EA,OOS,EA,OOS,OOS,EA,TR,EA,FO,TR,OOS,EA,EA,OOS,OOS,OOS,OOS,OOS,FO,Q LB CI LU EM LY KL PA FK SO,PA,LU,2m,,Y,Apples,N,,,,,,,PA,N,,,,N,,Y,FK,,Y,8,,,
27-Aug-12,12:34,12:58,24,Balcony,Carla,FO+SCAN+Groom+Agg,30min,OOS,EA,RE,OOS,OOS,OOS,FO,EA,OOS,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,KD LB LU EM FK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug-12,13:13,13:46,33,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,SG,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,EA,EA,OOS,RE,EA,RE,EA,RE,KD RE PA FK HL PE EV ED SO,ED,PE,6m,,Y,Mango stone,N,,,,,,,ED,Y,D,N,,N,,N,,,N,,,,
28-Aug-12,13:13,13:46,33,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,TR,OOS,OOS,OOS,RE,RE,RE,RE PA FK EV ED SO,SO,EV,2m,,Y,Mango ,Y,13:29,Mouth,"EV, PA, ED, RE","2m, 8m, 6m, 12m",N,,SO,N,,N,,N,,Y,PA,,N,,,,
28-Aug-12,13:13,13:46,33,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,EA,EV ED SO,EV,ED,<1m,,N,,Y,13:34,Hand,"LO, ED, KD, SO","LO & ED - 6m, 4m, 2m",N,,EV,N,,N,,N,,N,,,N,,,,
28-Aug-12,13:13,13:46,33,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,G+R,OOS,OOS,G,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,G+R,R,RE,KD LO PA EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-12,11:11,11:38,27,Pod 1,Carla,FO+SCAN+Groom+Agg,0min,OOS,RE,RE,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,EA,RE,KD LB CI KL RE PA FK LI HL PE EV ED SO,KD,HL,4m,,N,,N,,,,,,,KD,N,,N,,N,,N,,,N,,,,
29-Aug-12,11:11,11:38,27,Pod 1,Carla,FO+SCAN+Groom+Agg,10min,OOS,RE,RE,OOS,RE,RE,OOS,OOS,OOS,RE,RE,RE,R,G,RE,RE,RE,EA,RE,KD LB LO CI KL RE PA FK LI HL PE EV ED SO,LI,FK,<1m,,N,,N,,,,,,,LI,Y,D,N,,N,,Y,Q,,Y,9,EV picked LI's bum and ate it.,,
29-Aug-12,11:11,11:38,27,Pod 1,Carla,FO+SCAN+Groom+Agg,20min,EA,RE,OOS,OOS,OOS,EA,OOS,OOS,OOS,RE,G,RE,OOS,OOS,R,RE,TR,EA,RE,Q KD CI KL RE PA HL PE EV ED SO,RE,HL,<1m,,N,,N,,,,,,,RE,N,,N,,N,,N,,,Y,5,,,
29-Aug-12,11:11,11:38,27,Pod 1,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,OOS,EA,RE,FK HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-12,12:10,12:27,17,Balcony,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,RE,TR,OOS,RE,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,FO,OOS,DA LO LU KL ED,LO,DA,1m,,N,,N,,,,,,,LO,N,,N,,N,,N,,,Y,4,All the chimps dispersed after collecting a few carrots.,,
29-Aug-12,12:10,12:27,17,Balcony,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LU KL ,LU,KL,12m,,N,,N,,,,,,,LU,N,,N,,N,,N,,,Y,5,,,
29-Aug-12,12:10,12:27,17,Balcony,Carla,FO+SCAN+Groom+Agg,20min,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LY ,Q,LY,1m,,N,,N,,,,,,,Q,N,,N,,N,,N,,,Y,5,,,
29-Aug-12,12:10,12:27,17,Balcony,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,FO,TR,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB DA LU ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-12,16:09,16:30,21,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,RE,OOS,OOS,EA,OOS,OOS,OOS,OOS,CL,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,LB CI RE LI ,LB,CI,2m,,N,,N,,,,,,,LB,N,,N,,N,,N,,,N,,,,
30-Aug-12,16:09,16:30,21,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,TR,OOS,RE,OOS,RE LI PE ED,RE,ED,3m,,N,,N,,,,,,,RE,N,,N,,N,,N,,,Y,7,,,
30-Aug-12,16:09,16:30,21,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,RE,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,LO CI LI ,CI,LI,8m,,N,,N,,,,,,,CI,N,,N,,N,,N,,,Y,3,,,
30-Aug-12,16:09,16:30,21,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,LI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Sep-12,11:01,11:24,23,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,OOS,TR,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,EA,TR,OOS,RE,KD DA RE HL PE EV SO,RE,DA,<1m,,N,,N,,,,,,,RE,N,,N,,N,,N,,,Y,5,,,
04-Sep-12,11:01,11:24,23,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,RE,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,OOS,EA,EA,RE,KD DA FK LI HL EV ED SO,SO,DA,1m,,N,,N,,,,,,,SO,N,,N,,N,,N,,,Y,5,,,
04-Sep-12,11:01,11:24,23,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,RE,RE,RE,RE,EA,OOS,OOS,RE FK LI HL PE EV ,PE,HL,2m,,Y,Carrots,N,,,,,,,PE,N,,N,,N,,N,,,N,,,,
04-Sep-12,11:01,11:24,23,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,TR,TR,OOS,TR,TR,RE FK LI HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
