chimp,sex,DoB,status,lastDate,sample,fear,dom,pers,caut,stbl,aut,stngy,jeals,reckl,soc,tim,symp,play,sol,actv,help,buly,aggr,manp,gntl,affc,exct,impl,inqs,subm,depd,irri,pred,decs,depr,sens,defn,intll,prot,invt,clmy,errc,frdy,lazy,dsor,unem,imit,indp,Thot,Anx,Conv,Unper,Vuln,Cool,Cur,Dist,Indv,Innov,Quit,,status,use,dummy,age_pr
Foxy,0,12/10/1967,Alive,18/03/2011,Yerkes,2.5,4.5,5.5,4.5,4,4,5.5,4,2,3,4.5,2.5,2,5,2.5,2.5,2.5,3,3,4,3,3,3.5,2,3.5,3,3.5,4.5,4.5,4,3,3,2.5,3,2.5,4.5,3.5,3,5,5,5,3,5,,,,,,,,,,,,,,,,
Francisca,0,01/01/1959,Death,12/07/1994,Yerkes,4,6,6,3,2,5,6,6,6,2,4,4,2,5,1,2,6,7,7,3,3,7,5,2,2,3,6,5,5,2,3,6,5,4,3,4,6,2,6,2,1,4,5,,,,,,,,,,,,,,,,
Frannie,0,10/26/1992,Alive,18/03/2011,Yerkes,5,1,5,6,3,5,2,2,4,4,5,4,4,4,5,4,4,1,4,5,4,6,5,6,5,5,3,5,4,2,4,2,4,4,5,1,5,6,1,2,3,4,3,,,,,,,,,,,,,,,,
Fritz,1,7/14/1988,Alive,18/03/2011,Yerkes,2.5,5,4,3,2.5,4,4.5,5,5.5,3,3,2,3.5,4.5,4.5,3.5,5,6,3.5,3,2.5,5,4,4,2,2,5,3.5,3,3.5,3,4,3.5,4.5,3.5,4.5,5.5,3,4,5,3.5,3.5,5.5,,,,,,,,,,,,,,,,
Garbo,0,12/10/1953,Alive,21/04/2005,Yerkes,1,1,5,6,5,3,3,2,1,5,5,5,4,6,1,4,1,1,5,6,4,4,3,5,6,5,2,5,3,4,4,1,5,4,3,5,3,6,5,4,2,4,5,,,,,,,,,,,,,,,,
Gay,0,01/01/1967,Alive,21/04/2005,Yerkes,2,7,7,3,4,2,6,5,6,3,5,3,5,5,4,2,7,6,6,3,2,5,4,4,2,2,4,4,5,4,3,6,4,4,3,5,4,5,3,4,5,4,6,,,,,,,,,,,,,,,,
Gelb,1,4/18/1983,Alive,18/03/2011,Yerkes,2,5,5.5,2.5,2.5,4,5.5,5.5,5,4,3.5,2,2,5,2,4.5,4.5,5.5,4,2,2.5,5.5,6,2.5,3.5,2.5,5.5,5,4,3.5,4,3.5,3,3.5,1.5,4,5,3.5,4,5.5,5,3,5,,,,,,,,,,,,,,,,
Georgia,0,8/27/1980,Alive,18/03/2011,Yerkes,1,7,7,2,6,1,7,7,6,6,1,2,4,1,4,3,7,7,7,1,4,4,6,7,1,1,6,1,6,1,2,7,6,2,6,1,6,3,2,2,3,2,7,,,,,,,,,,,,,,,,
Grayson,1,5/22/1997,LTF,01/11/2004,Yerkes,3,2,3,5,3,5,3,4,4,6,5,5,5,3,5,4,2,2,4,5,6,4,3,4,5,6,2,5,4,2,4,2,4,2,2,5,3,6,1,1,4,4,3,,,,,,,,,,,,,,,,
Gwennie,0,01/01/1969,Death,19/01/2010,Yerkes,1,1,7,7,6,1,1,7,1,6,1,4,1,5,1,5,1,1,7,1,6,1,1,6,1,4,1,7,6,1,5,2,7,5,7,1,1,2,7,1,2,4,5,,,,,,,,,,,,,,,,
Heppie,0,05/08/1969,Death,04/11/2009,Yerkes,4.5,3.5,3,5,5.5,2,4,3.5,2.5,3.5,4.5,4,2.5,5,2,4,2,2,4,4.5,4,3.5,3,2.5,4.5,3.5,3.5,5.5,4.5,5,4.5,3,3,3.5,2.5,4.5,2.5,3.5,5,3.5,4.5,3.5,4.5,,,,,,,,,,,,,,,,
Hoboh,1,01/01/1959,Death,24/03/2000,Yerkes,1,6,6,2,2,6,6,4,6,3,5,2,3,4,4,4,5,6,5,3,3,6,6,4,2,4,4,5,5,5,2,6,4,4,4,5,6,4,4,5,1,4,5,,,,,,,,,,,,,,,,
Hunter,1,08/03/1984,Alive,08/02/2005,Yerkes,5,5,5,2,2,1,3,5,6,5,2,2,1,6,4,2,6,6,6,2,2,6,3,3,2,4,5,4,6,3,2,6,4,2,4,4,6,4,2,3,2,4,6,,,,,,,,,,,,,,,,
Iyk,1,08/01/1962,Death,25/04/2006,Yerkes,3,1,2,5,5,2,2,3,2,2,5,3,3,6,1,4,2,2,1,5,5,2,2,1,3,2,2,6,3,5,4,2,3,3,1,3,1,4,7,5,4,3,6,,,,,,,,,,,,,,,,
Jacqueline,0,10/16/1976,Alive,18/03/2011,Yerkes,4,4.5,3.5,2.5,4.5,1.5,6,5.5,5,3.5,3.5,3,2.5,3.5,4,3.5,5.5,5,5,3.5,2.5,4,4.5,2,1.5,3,5.5,3,4.5,3,3,5.5,3,3,2.5,2.5,4,2.5,4,4,2.5,3,5.5,,,,,,,,,,,,,,,,
Jaimie,0,5/17/1995,Alive,18/03/2011,Yerkes,2,1,4,4,3,1,2,4,4,7,4,4,7,1,7,4,2,1,4,7,6,2,1,7,5,5,1,4,2,1,4,1,3,4,4,5,1,6,1,5,5,7,4,,,,,,,,,,,,,,,,
Jarred,1,9/21/1987,Death,12/02/2010,Yerkes,1,7,7,1,3,1,5,5,5,4,1,1,6,1,6,3,6,6,4,2,4,3,5,5,1,1,5,2,6,2,2,4,6,2,5,2,6,3,1,1,1,1,7,,,,,,,,,,,,,,,,
Jeanie,0,01/01/1969,Death,14/12/2005,Yerkes,3.5,5,5,5,6,1.5,2.5,4,2.5,3.5,3.5,4,3.5,2.5,2.5,3,2,2,4.5,4,4,4,3,3.5,2.5,2.5,3.5,5,4.5,2.5,4.5,2.5,5,3.5,4,2.5,2,4.5,3,2.5,5,4.5,3.5,,,,,,,,,,,,,,,,
Jenda,0,2/14/1958,Death,15/01/2006,Yerkes,4,1.5,2,5,3.5,5,2,1.5,1,1.5,5,4,1,6.5,2,3,1,2,3,4,2,2.5,2.5,1.5,5.5,4,3.5,5,4.5,6,3,1.5,2,2,2.5,5,3.5,4,3.5,5.5,4.5,2,6,,,,,,,,,,,,,,,,
Jenifere,0,01/01/1963,Death,03/01/2001,Yerkes,4,5,7,3,2,5,6,5,3,2,3,1,2,6,3,3,6,5,4,3,2,7,5,2,3,3,7,2,6,4,4,6,5,3,3,4,6,2,4,4,1,3,5,,,,,,,,,,,,,,,,
Jenny,0,2/24/1940,Death,10/02/1998,Yerkes,5,6,5,6,5,6,2,3,2,5,3,6,5,4,2,7,2,4,5,7,6,4,4,6,3,2,1,5,5,2,6,6,6,7,5,5,2,7,6,3,3,4,3,,,,,,,,,,,,,,,,
Jesse,0,8/14/1982,Death,17/10/2003,Yerkes,2,1,6,5,4,1,1,1,2,2,2,4,3,6,3,3,1,1,2,6,4,1,1,4,5,4,2,4,3,2,4,2,4,2,2,1,2,4,5,1,2,1,6,,,,,,,,,,,,,,,,
Jewelle,0,03/09/1992,Alive,18/03/2011,Yerkes,2.5,6,6,4,2.5,2,7,6.5,5.5,3.5,2,3,4,5,5,3,6,4.5,3.5,3,2.5,4.5,6.5,5,1.5,1.5,5.5,3.5,6,4.5,4,5,5,2.5,5,2,4,2.5,1.5,2.5,2.5,4,6.5,,,,,,,,,,,,,,,,
Jimmy,1,1/21/1977,Death,06/04/2005,Yerkes,2.5,5,4,3,4.5,2,5,4.5,2.5,3.5,4.5,3,3,5,2.5,3.5,4.5,3.5,3.5,3.5,3,2.5,2.5,4,3.5,3,3.5,5,4,4.5,4,3,3.5,3.5,3.5,4.5,3.5,3.5,5.5,3.5,5,3.5,5,,,,,,,,,,,,,,,,
Jimoh,1,01/01/1964,Alive,21/04/2005,Yerkes,2,4,3,5,6,4,5,3,4,6,2,5,4,5,4,5,5,4,5,6,6,3,2,4,2,4,2,6,5,2,6,2,6,5,2,1,1,6,4,1,6,2,5,,,,,,,,,,,,,,,,
Jolson,1,01/10/1993,Alive,18/03/2011,Yerkes,2.5,5.5,5.5,3.5,3.5,2.5,5,4,4.5,4.5,2,3,4.5,2.5,5.5,3.5,3.5,3,5.5,3.5,4.5,4.5,3.5,5.5,2.5,2.5,3.5,4.5,4,2,5,4,5,3.5,5,2.5,3,4,1.5,2.5,2.5,3,5,,,,,,,,,,,,,,,,
Joseph,1,11/25/1980,Alive,18/03/2011,Yerkes,2.5,5.5,5.5,2,2.5,4,5.5,2.5,6,3,2.5,2.5,3.5,4.5,5.5,3,6,6,5,2,2,6,5.5,3.5,2,3,5.5,5,4.5,4,5.5,6,3,3,3,3,3.5,3,2.5,3.5,2,3,5,,,,,,,,,,,,,,,,
Juan,1,2/23/1968,Alive,21/04/2005,Yerkes,6,2,2,2,6,5,1,1,1,5,7,5,4,6,2,4,2,2,4,5,5,3,2,2,5,5,2,6,4,2,4,2,2,5,3,5,2,5,5,6,5,3,5,,,,,,,,,,,,,,,,
Julianne,0,5/15/1998,Alive,18/03/2011,Yerkes,5,1,5,7,4,1,1,4,4,6,2,4,7,1,7,4,2,1,4,7,7,5,5,7,4,7,1,7,5,1,5,1,6,4,4,5,2,6,1,2,2,6,3,,,,,,,,,,,,,,,,
Julie,0,8/29/1994,Alive,18/03/2011,Yerkes,4,4,6,3,3,2,4,4,4,4,3,2,5,2,5,3,3,3,4,4,3,4,5,4,4,4,5,4,5,2,5,4,4,2,3,2,2,4,2,2,3,4,3,,,,,,,,,,,,,,,,
Justin,1,08/01/1986,Alive,18/03/2011,Yerkes,3,4,4,2.5,5.5,2,3.5,3.5,5,5,1.5,3,4,3,5,3,4,3,4,4,4,4.5,4,5.5,4.5,3,2.5,5.5,3.5,2,3.5,3.5,5,3,5,1.5,3,5,3.5,3.5,2.5,4,5,,,,,,,,,,,,,,,,
Kasey,0,5/13/1986,Alive,01/11/2004,Yerkes,6,2,4,6,3,5,5,4,2,3,6,3,3,4,3,3,5,4,4,4,2,5,3,2,6,6,5,5,3,4,3,3,3,2,4,5,5,2,5,5,2,5,2,,,,,,,,,,,,,,,,
Katrina,0,7/26/1987,Alive,18/03/2011,Yerkes,3.5,3,4.5,5,5,4,2,2,1,4.5,4,4.5,4.5,3.5,3.5,5,2,1,3,5.5,5.5,3,2.5,5,4.5,4,2,5,4.5,3.5,6,2,6.5,4.5,5,2,1.5,6,2.5,1,2,7,5.5,,,,,,,,,,,,,,,,
Kengee,0,06/01/1988,Death,02/04/2010,Yerkes,2,6.5,6.5,2,6,1.5,7,6.5,4,5,1.5,3,6,2.5,4.5,3.5,6,5,5.5,3,4.5,4.5,4.5,4.5,2,1.5,2,5,6,2,4,4.5,6,3.5,4.5,4.5,2,4,4.5,2,2.5,4.5,6,,,,,,,,,,,,,,,,
Kevin,1,07/08/1990,Alive,08/02/2005,Yerkes,6,2,2,2,2,1,5,4,7,4,2,2,6,4,6,2,7,5,2,1,3,5,6,6,5,4,3,3,6,1,4,5,6,1,4,2,3,3,1,4,2,1,4,,,,,,,,,,,,,,,,
Lamar,1,4/27/1988,Alive,18/03/2011,Yerkes,3.5,4.5,3.5,6,5,2,3.5,5.5,1.5,5.5,3,5,5.5,2.5,5.5,4.5,3,2.5,3,5,6,3.5,2,5.5,3,4.5,2,4,4.5,1.5,5.5,2.5,5,4.5,6,1.5,3.5,5.5,2,2,2,3,4.5,,,,,,,,,,,,,,,,
Lana,0,10/07/1970,Alive,22/09/1992,Yerkes,3,2,3,7,5.5,6,3.5,3.5,1,4.5,4.5,4.5,2,2,2,5,1,1.5,5,5,5.5,2.5,5.5,5,6,4.5,3.5,6,6.5,2,7,1.5,6.5,6,4,1.5,1.5,4,4,1,3,4.5,5.5,,,,,,,,,,,,,,,,
Lee,0,12/29/1983,Death,30/01/2003,Yerkes,2.5,4,4.5,4.5,5.5,2,5.5,5.5,3.5,5,3,4,4,3.5,3,4,4,3.5,4,3.5,4.5,4,4.5,3.5,4.5,4,2,5.5,5,3.5,4,5.5,5.5,5,4.5,4.5,2,5.5,4,4,3.5,3.5,5.5,,,,,,,,,,,,,,,,
Lena,0,2/29/1976,Death,16/02/2010,Yerkes,4,3.5,4,5,3.5,2,3,3,2,4.5,3.5,4,3,3.5,3,3.5,2,2,4.5,4.5,4,4,3,4.5,4.5,3,2,3.5,4,3,5,4,4.5,4,4.5,2.5,1.5,3.5,3.5,2.5,3,3.5,3.5,,,,,,,,,,,,,,,,
Les,1,09/08/1975,Alive,17/05/2005,Yerkes,7,1,5.5,5.5,2,4.5,4,5.5,3,2.5,6,3,2.5,4,4.5,2.5,1.5,2.5,4.5,3,2.5,6,4,3,7,3.5,4.5,4,3.5,4,5.5,1.5,4,1.5,3,3,5.5,3,3.5,4,2,2.5,2,,,,,,,,,,,,,,,,
Leslie,0,01/01/1970,Alive,18/03/2011,Yerkes,3.5,5,3.5,4.5,6,4.5,3.5,2,1.5,5,3.5,5,2,4,1.5,3.5,2.5,2.5,4.5,5,5,2.5,2.5,3,3,3.5,2.5,5.5,4.5,4.5,3.5,3,4.5,4.5,4,3.5,2.5,5,6,2.5,5,3,5.5,,,,,,,,,,,,,,,,
Lil'One,0,01/01/1969,Alive,18/03/2011,Yerkes,3.5,3.5,5.5,4,4,1.5,3.5,3.5,2.5,4.5,3.5,5,2.5,3.5,2.5,4.5,2.5,2,5,5.5,5.5,3.5,2,5,3.5,2.5,2,5.5,5,2,5,3.5,6,5,4.5,3,2.5,5.5,2.5,2,3,2.5,4.5,,,,,,,,,,,,,,,,
Lindsey,0,02/10/1994,Alive,01/11/2004,Yerkes,4.5,4.5,5,4,3,5.5,5,6,4,4.5,4,4,5,2.5,5,4,4,3.5,5,3.5,5.5,5.5,4,4.5,4.5,5,4,3.5,5.5,3,4.5,3,4.5,3.5,4.5,4,4.5,4.5,2.5,2,3.5,4.5,3.5,,,,,,,,,,,,,,,,
Liza,0,3/19/1994,Alive,18/03/2011,Yerkes,2,2,6,2,4,1,3,4,5,5,2,4,5,1,4,4,2,2,2,4,6,5,4,6,3,4,2,3,4,2,4,4,5,3,4,2,1,5,1,1,1,5,5,,,,,,,,,,,,,,,,
Lizzie,0,08/06/1990,Alive,01/11/2004,Yerkes,3,3,5,4,4,3,3,3,3,6,3,4,7,1,6,6,4,3,3,4,5,3,3,6,3,4,3,5,4,2,4,2,5,4,4,1,1,6,1,2,1,2,4,,,,,,,,,,,,,,,,
Lolita,0,08/01/1959,Death,15/11/2010,Yerkes,4,4,5,5,4,2,5,2,2,5,6,4,4,5,2,4,3,2,5,5,4,5,3,3,4,4,4,5,4,5,5,3,4,4,4,3,3,5,6,2,6,4,5,,,,,,,,,,,,,,,,
Lucas,1,3/22/1993,Alive,18/03/2011,Yerkes,1,6,7,2,2,6,4,6,7,6,1,2,4,3,5,2,4,6,3,4,5,7,4,3,3,2,3,5,5,2,3,6,2,4,2,3,4,5,2,2,1,1,5,,,,,,,,,,,,,,,,
Lucy,0,07/01/1956,Death,04/12/2000,Yerkes,6,2,2,6,5,5,3,3,2,5,6,5,2,5,3,5,2,3,3,6,5,3,2,2,6,7,4,5,4,3,6,3,4,6,2,5,2,5,5,2,5,6,5,,,,,,,,,,,,,,,,
Lulu,0,01/01/1957,Alive,18/03/2011,Yerkes,3,1,4,4,3,2,2,4,1,5,4,5,4,4,3,5,1,1,3,5,5,5,2,5,4,4,2,6,4,2,5,3,5,5,2,2,2,6,2,2,1,2,4,,,,,,,,,,,,,,,,
Luther,1,1/14/1990,Alive,18/03/2011,Yerkes,3,3,5.5,4,5,3.5,3,3.5,3,4,3,3.5,3,4,3.5,4.5,3.5,4,2.5,5,4,4,3,5,3.5,4,3.5,5,5.5,4,4.5,3.5,3,4.5,2.5,3.5,3,4,3.5,3,4,4.5,4,,,,,,,,,,,,,,,,
Lux,1,8/16/1981,Alive,18/03/2011,Yerkes,2,6,5,3,4,3,2,2,3,3,3,3,3,5,3,4,4,5,4,4,3,5,4,4,1,1,2,3,3,5,3,5,4,4,4,5,4,4,6,5,4,3,5,,,,,,,,,,,,,,,,
Lyons,1,08/03/1984,Death,16/04/2007,Yerkes,4,5,5,2,2,5,6,5,7,4,2,3,5,3,5,2,6,6,5,2,3,6,6,5,3,3,5,3,4,3,3,5,4,3,4,2,5,3,3,2,4,3,5,,,,,,,,,,,,,,,,
Magnum,1,07/08/1989,Alive,17/05/2005,Yerkes,5,3,4,5,3,2,2,2,1,5,4,4,6,2,6,4,3,2,2,5,4,4,4,6,6,6,1,3,4,2,6,3,5,3,5,1,2,5,1,3,1,4,4,,,,,,,,,,,,,,,,
Mai,0,01/01/1964,Alive,18/03/2011,Yerkes,5,2,6,4,2,1,6,6,2,3,6,3,2,4,2,4,5,4,4,3,5,6,1,2,6,6,6,2,5,5,4,4,4,6,2,2,6,3,6,4,1,1,2,,,,,,,,,,,,,,,,
Marietta,0,08/03/1973,Alive,18/03/2011,Yerkes,4.5,2.5,3.5,4.5,3.5,4,4,4,2.5,2.5,4.5,4,2.5,4,2.5,3.5,3,2,3,4.5,3,3,2.5,3,4.5,4,3,4.5,4,5,4.5,3,4,2,3,2.5,2.5,3.5,4,3,3,3.5,3.5,,,,,,,,,,,,,,,,
Marilyne,0,1/13/1971,Death,23/10/2000,Yerkes,2,7,7,1,5,2,7,6,6,3,1,1,3,6,3,3,5,5,7,3,4,3,5,4,1,1,5,4,7,4,4,7,7,3,5,2,3,3,2,1,2,1,7,,,,,,,,,,,,,,,,
Martha,0,07/07/1960,Alive,18/03/2011,Yerkes,2,3,3,4,4,2,3,2,2,3,2,4,2,4,2,4,2,1,2,4,4,3,1,3,2,3,1,6,4,2,4,1,5,4,1,1,2,4,6,1,4,1,5,,,,,,,,,,,,,,,,
Mary,0,07/07/1960,Alive,18/03/2011,Yerkes,3,2,2.5,5,4,2,2.5,2,2,3,5,3.5,2,5,2,2.5,1.5,1.5,3.5,5,4,3.5,2,2.5,5.5,4.5,2.5,5,4.5,4,4.5,2,3.5,2.5,2.5,4,2,2.5,5.5,2.5,4.5,3.5,3.5,,,,,,,,,,,,,,,,
Mason,1,9/18/1984,Alive,17/05/2005,Yerkes,1,5,2,2,3,2,2,2,3,5,1,3,4,3,4,3,3,3,4,3,4,4,3,4,4,3,4,4,4,2,4,3,5,3,2,3,3,4,4,3,3,2,6,,,,,,,,,,,,,,,,
Maxine,0,02/10/1957,Death,13/12/2010,Yerkes,5,1.5,3.5,5.5,3.5,2,2,3,2,3,5.5,3,2,3,1.5,4.5,1,1,1.5,5,3.5,4,2,3.5,5.5,5,3,5,3,5,4.5,2,4,1.5,2,2.5,1.5,3.5,5,3,3.5,2,2.5,,,,,,,,,,,,,,,,
Mega,0,11/27/1984,Alive,08/02/2005,Yerkes,1.5,5.5,4,3.5,5,2.5,5.5,3.5,6,5,2,3,3,3.5,4.5,3,4.5,3,4.5,3,3,5.5,3.5,2.5,3,3,4.5,6,6,3,4.5,5.5,5.5,4.5,3.5,2.5,2.5,4,3,2,2.5,5.5,5.5,,,,,,,,,,,,,,,,
Melinda,0,10/30/1982,Alive,18/03/2011,Yerkes,6,3,2,5,6,1,2,2,1,5,6,4,4,3,4,4,1,2,5,6,5,3,1,1,5,5,2,5,4,3,5,1,4,6,2,2,2,5,4,4,5,2,3,,,,,,,,,,,,,,,,
Melissa,0,6/27/1981,Alive,18/03/2011,Yerkes,2,6,6.5,2.5,3,1,6.5,6.5,5,4,2,1.5,4,3.5,4.5,3,6.5,4,6.5,2.5,4,5,5.5,5.5,2,2,4.5,4.5,6,2,3.5,5,6,4.5,4,3,4,4,5,4,2.5,3,6.5,,,,,,,,,,,,,,,,
Merv,1,01/06/1976,Alive,06/04/2005,Yerkes,2,6,6,2,2.5,3,6,6,5.5,4.5,2,3,5,4,6,3,6,6,4.5,2.5,4,5.5,5.5,5,2,2,5.5,4.5,5.5,2,3.5,5,4.5,3,6,2,4.5,4,1.5,2.5,1.5,4.5,6,,,,,,,,,,,,,,,,
Missy,0,07/08/1993,Alive,18/03/2011,Yerkes,6,1,4,7,2,2,1,1,1,6,7,6,7,1,7,3,1,1,1,7,6,4,5,6,7,7,1,7,2,1,7,1,6,4,5,2,1,7,1,5,3,6,1,,,,,,,,,,,,,,,,
Morgan,1,04/11/1996,Alive,01/11/2004,Yerkes,4,4,4,4,3,1,5,6,4,6,2,2,7,1,7,2,2,6,2,3,7,5,5,6,4,6,2,4,3,1,4,5,3,2,4,2,1,3,1,1,2,4,4,,,,,,,,,,,,,,,,
Mortimer,1,12/20/1976,Death,13/02/2002,Yerkes,1,6.5,6.5,1,1.5,6.5,6.5,6,4,1,2,1,2,2,5,1.5,7,7,5,1,1.5,7,6.5,3,1.5,1.5,7,3.5,6,3,4,6,3.5,1.5,3,1.5,4.5,2,2.5,4.5,1.5,3,6.5,,,,,,,,,,,,,,,,
Natasha,0,12/19/1987,Death,23/02/2004,Yerkes,5,3,2,3,4,1,4,6,3,4,2,2,3,2,2,5,6,2,4,6,4,3,1,3,5,4,2,7,2,1,5,1,5,2,1,2,1,6,7,1,2,3,5,,,,,,,,,,,,,,,,
Ossabaw,1,11/17/1976,Death,09/02/2004,Yerkes,3.5,3.5,5,3,3.5,2,3.5,4.5,4,3,3,3,3.5,4,3.5,3.5,4,3,3,3.5,3,4.5,4,4,3.5,3,4,4,4,3,3,3,4,3,3,3,3.5,3.5,4,3.5,3,4.5,4,,,,,,,,,,,,,,,,
Panzee,0,12/31/1985,Death,09/02/2014,Yerkes,3.5,3,6,4.5,3.5,1,6.5,4,5,5.5,1,4,5,3.5,3,4,4,6,4,5,5,5.5,3.5,7,1.5,2.5,4,6,6.5,1,4.5,6,4.5,3.5,7,1,1,6,3,1,1,5,7,,,,,,,,,,,,,,,,
Patrick,1,7/14/1993,Alive,18/03/2011,Yerkes,6,1,2,5,2,7,6,6,4,3,7,4,5,4,4,4,2,4,3,6,6,6,6,4,6,5,6,3,4,5,5,5,3,3,3,5,5,4,5,4,2,4,3,,,,,,,,,,,,,,,,
Peony,0,01/01/1968,Death,04/01/2010,Yerkes,1,7,5,1,6,1,6,3,2,5,1,4,2,5,1,4,3,1,2,6,5,1,1,2,1,2,1,6,6,1,4,5,4,4,2,1,1,6,4,1,4,1,6,,,,,,,,,,,,,,,,
Phillip,1,4/30/1977,Death,10/06/2002,Yerkes,2.5,5.5,4.5,2,3.5,3.5,5.5,5.5,5.5,2,2,1.5,2.5,6,3,1.5,4.5,4.5,4.5,1.5,1.5,4,6,3,1.5,2,5,3.5,5.5,3,2,5,3,2,1.5,2,3.5,1.5,3.5,3,3,2,6,,,,,,,,,,,,,,,,
Phineas,1,01/01/1966,Death,07/03/2004,Yerkes,5,6,4,4,3,2,7,7,2,6,2,4,6,2,5,2,6,5,6,3,5,5,2,5,2,2,2,6,6,1,4,1,6,5,4,1,2,4,1,1,2,1,6,,,,,,,,,,,,,,,,
Polyanna,0,2/17/1989,Death,13/12/2003,Yerkes,5,4,4,5,4,1,4,3,2,5,5,4,4,4,4,4,4,3,5,4,4,4,2,3,5,4,4,5,4,3,4,4,5,4,4,4,2,2,4,4,5,4,4,,,,,,,,,,,,,,,,
Puddin,1,12/23/1978,Death,30/11/2010,Yerkes,1.5,5.5,5,1,3,5.5,4.5,4.5,6,1.5,1.5,2,2.5,5.5,4,3.5,5.5,5.5,4.5,2.5,2,5,5,3.5,1,2,5.5,3.5,4.5,4,3,5.5,4,3.5,4.5,3,3.5,1.5,4.5,4.5,4,4,5,,,,,,,,,,,,,,,,
Ranette,0,12/17/1987,Alive,18/03/2011,Yerkes,2,5,4,4,5,1,4,5,4,5,2,4,4,2,4,4,5,5,4,4,3,3,2,2,3,3,5,6,5,2,4,4,5,3,3,1,2,3,5,3,3,4,3,,,,,,,,,,,,,,,,
Reba,0,11/03/1958,Death,02/01/2003,Yerkes,6,3,3,5,2,6.5,3.5,2.5,3,2.5,5.5,4,2,4,4,3.5,4,2.5,1.5,4.5,3.5,5.5,5.5,2,5.5,5.5,4,3.5,4,4.5,2,3,2,3.5,1.5,6,6,4,4.5,6,1.5,4,4.5,,,,,,,,,,,,,,,,
Rebecca,0,5/20/1991,Alive,18/03/2011,Yerkes,4,2.5,4,5.5,3.5,1.5,2.5,3.5,1.5,4.5,5,4,2.5,4.5,3,4,1.5,1.5,4,4,4,4,2.5,3,6,4.5,2.5,4.5,4,4,5,2.5,3,4,3.5,4.5,3,4,4,4,3,3.5,4,,,,,,,,,,,,,,,,
Rhett,1,4/20/1989,Death,13/02/2005,Yerkes,1,4,5,2,3,1,2,4,5,5,1,3,4,1,4,3,5,5,2,3,5,3,1,5,2,2,1,4,5,1,3,5,5,2,3,1,1,3,1,1,2,2,5,,,,,,,,,,,,,,,,
Rogger,1,01/01/1969,Alive,18/03/2011,Yerkes,3,5,6,3,4,3,6,5.5,4,3,2.5,3.5,2,4.5,3.5,4,6,4,3.5,4,3,3.5,3,2.5,3.5,2,4,5,5,4.5,4,4.5,2.5,4,2,4.5,2.5,3.5,5,5,2.5,1.5,6,,,,,,,,,,,,,,,,
Ronald,1,05/04/1988,LTF,01/11/2004,Yerkes,4,1,1,5,4,1,1,1,1,4,4,4,4,4,3,3,1,1,1,4,4,3,4,3,7,6,2,4,3,4,4,2,3,2,3,5,3,4,4,4,4,3,3,,,,,,,,,,,,,,,,
Rosemary,0,02/11/1994,LTF,01/11/2004,Yerkes,5,2,2,5,4,6,3,2,2,7,3,6,4,3,3,5,2,2,4,6,7,4,2,5,4,6,2,5,5,4,6,3,5,6,5,1,2,6,3,1,3,4,4,,,,,,,,,,,,,,,,
Rowena,0,8/13/1988,Alive,18/03/2011,Yerkes,3,2,6,4,5,2,4,3,6,3,3,2,4,4,4,3,2,2,3,3,2,3,5,4,2,3,5,3,5,4,4,4,4,2,3,4,5,3,5,4,3,4,5,,,,,,,,,,,,,,,,
Sabrina,0,10/16/1978,Alive,18/03/2011,Yerkes,4.5,3,3,4,3,3.5,2.5,2,3,3,5,3,2,5,4,3,3.5,3.5,3,4,2.5,4.5,3.5,3,5,4.5,4,4.5,3.5,5,4,3.5,4.5,2.5,4,3.5,4,3,4.5,2.5,4,3,4.5,,,,,,,,,,,,,,,,
Sam,1,5/19/1982,Alive,08/02/2005,Yerkes,2,5,5,6,5,1,2,6,3,5,5,5,4,2,5,4,5,5,6,4,4,3,2,1,3,5,3,5,3,2,4,3,2,5,2,4,5,5,2,3,5,2,2,,,,,,,,,,,,,,,,
Samantha,0,8/28/1997,Alive,18/03/2011,Yerkes,5,1,6,5,5,1,2,4,3,4,3,4,5,2,6,4,1,1,5,4,5,2,2,5,6,6,2,3,1,2,4,5,4,4,4,3,2,5,1,5,5,5,3,,,,,,,,,,,,,,,,
Scott,1,6/23/1987,Alive,18/03/2011,Yerkes,1.5,5.5,3.5,3,5.5,1,1,5,2,5,1,5,5.5,1,5,5.5,2.5,3,5.5,4.5,5.5,2.5,3,6,1,2.5,2.5,4.5,5,1,4.5,5,6,4.5,6.5,2.5,2.5,5.5,1.5,1,2,1.5,6,,,,,,,,,,,,,,,,
Sean,1,3/16/1992,Alive,22/02/2005,Yerkes,5,3,4,4,3,1,5,5,3,5,2,2,6,2,5,3,5,5,4,3,4,2,2,5,3,4,2,3,4,1,4,4,3,3,3,3,3,4,1,3,2,4,3,,,,,,,,,,,,,,,,
Sellers,1,12/18/1983,Death,11/06/2001,Yerkes,2,4,5,3,5,2,5,4.5,4.5,5,2.5,3.5,5,3,4,4,4,3.5,4,3.5,4,4,3,4.5,2.5,2.5,3,5.5,6,3,4,4.5,5,5,4,3,2.5,4.5,4,2.5,3.5,2,4.5,,,,,,,,,,,,,,,,
Sheena,0,1/20/1989,Alive,01/11/2004,Yerkes,2,6,5,1,4,2,6,6,6,5,3,4,5,2,5,3,6,5,5,3,4,5,5,6,2,2,3,5,5,2,4,5,5,5,5,4,4,3,3,3,3,4,5,,,,,,,,,,,,,,,,
