"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"77","Grayson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"5/22/1997","Alicia","Elwood",1,"LP","06/03/2000",1108,3.1,"Yerkes","A",NA,3,2,3,5,3,5,3,4,4,6,5,5,5,3,5,4,2,2,4,5,6,4,3,4,5,6,2,5,4,2,4,2,4,2,2,5,3,6,1,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Gwennie","506","11/18/99",141,9,0.9,8.1,3.8,0.1,112,36,24,194,9.8,2.6,142,3.8,105,0.9,10,4.3,35,30,109,364,31,1.8,282,"02/09/1998",128,17,0.6,7.6,3.4,0.4,50,39,23,244,9.4,3.5,139,3.7,97,0.8,28,4.2,NA,NA,101,393,NA,NA,NA,"12/23/96",118,18,1,8.7,3.8,0.4,53,34,30,308,9.7,2.8,140,3.7,94,0.8,18,4.9,NA,NA,86,851,NA,NA,NA,"12/07/1995",98,16,0.9,7.7,3.7,0.4,43,51,26,267,10.1,3.6,142,4,98,0.9,18,4,NA,NA,80,521,NA,NA,NA,382,413,647,480.67,-99,-68,166,73,"01/01/1969","","",0,"SS","1/16/99",10972,30.8,"Yerkes","B",NA,1,1,7,7,6,1,1,7,1,6,1,4,1,5,1,5,1,1,7,1,6,1,1,6,1,4,1,7,6,1,5,2,7,5,7,1,1,2,7,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Heppie","400","6/28/04",108,11,0.8,7.2,3,0.2,107,88,54,272,8.5,1.4,142,2.5,98,0.7,14,4.2,97,29,178,532,118,2.2,279,"09/09/2003",103,9,0.9,6.9,2.4,0.4,118,99,61,254,7.9,1.8,141,2.4,96,0.5,10,4.5,55,27,194,494,110,1.4,276,"8/17/02",85,9,0.9,7.6,3.1,0.2,77,70,49,263,9.2,3.5,143,2.7,97,0.7,10,4.5,77,30,137,163,77,1.2,279,"7/25/01",108,7,0.9,7.1,3.1,0.3,103,73,47,234,8.8,2.5,140,2.7,99,0.8,8,4,45,25,111,380,70,1.4,274,388,388,293,356.33,32,32,-63,74,"05/08/1969","Lolita","Hep",0,"AH","7/15/01",11756,33,"Yerkes","A",2,4,3,3,6,6,2,4,3,2,4,5,4,2,5,1,4,1,1,4,5,4,3,1,1,4,3,2,6,4,5,4,2,3,4,2,5,2,3,6,3,6,4,4,"05/08/1969","Lolita","Hep","Yerkes",2,0,"MW","7/29/01","B",3,2,4,5,3,3,5,4,3,3,4,3,5,4,3,5,3,4,5,4,4,5,4,5,4,5,4,3,4,5,4,5,4,3,5,4,4,3,4,4,3,3,4,4.5,3,5,5.5,2,4,3.5,2.5,3.5,4.5,4,2.5,5,2,4,2,2,4,4.5,4,3.5,3,2.5,4.5,3.5,3.5,5.5,4.5,5,4.5,3,3,3.5,2.5,4.5,2.5,3.5,5,3.5,4.5,3.5,4.5
"80","Hoboh","367","05/04/1999",121,18,1.3,8.1,3.6,0.2,95,39,51,246,9.2,5.1,143,2.6,90,0.8,14,4.5,44,34,80,253,20,2,284,"4/16/98",85,17,1,8,3.1,0.2,80,36,27,245,8.7,2.6,136,3.2,90,0.6,17,4.9,43,36,90,165,22,2.1,270,"04/09/1997",103,15,1.1,8.3,3.4,0.4,83,31,28,244,9.5,2.4,144,3.3,97,0.7,14,4.9,NA,NA,80,153,NA,NA,NA,"3/27/96",85,15,1,8.3,3.3,0.4,79,30,29,219,9.4,2.3,141,3.4,91,0.7,15,5,NA,NA,118,20,NA,NA,NA,378,372,383,377.67,0,-6,5,75,"01/01/1959","","",1,"WH","7/27/97",14087,39.6,"Yerkes","A",3,1,6,6,2,2,6,6,4,6,3,5,2,3,4,4,4,5,6,5,3,3,6,6,4,2,4,4,5,5,5,2,6,4,4,4,5,6,4,4,5,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Hunter","511","06/03/2004",91,19,2,7.2,4,0.2,86,49,48,183,10.5,1.8,146,3.9,100,1.3,10,3.2,74,50,113,498,14,2.9,291,"11/25/03",72,20,1.8,7.9,3.8,0.3,98,44,42,205,10.3,2.1,144,3.2,99,0.9,11,4.1,66,44,135,541,22,1,285,"11/13/02",80,20,1.5,7.2,3.8,0.3,138,37,55,184,9.4,1.4,144,3.4,1.3,1.1,15,3.4,68,40,115,932,28,2.1,286,"10/30/01",55,18,1.6,7.6,3.7,0.3,167,48,60,200,11.1,3,146,3.9,97,0.9,11,3.9,90,21,115,890,31,2.2,288,379,377,191,315.67,63,61,-125,76,"08/03/1984","Lilone","Rogger",1,"WH","07/10/1997",4724,13.3,"Yerkes","A",2,5,5,5,2,2,1,3,5,6,5,2,2,1,6,4,2,6,6,6,2,2,6,3,3,2,4,5,4,6,3,2,6,4,2,4,4,6,4,2,3,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Iyk","317","3/17/04",107,11,1,8,3.8,0.2,132,29,28,241,10,3.4,139,2.8,94,0.9,11,4.2,62,38,131,147,27,2.4,274,"03/03/2003",111,15,1.2,8.1,3.7,0.3,128,26,28,201,8.9,1.7,144,2.9,107,0.8,13,4.4,30,35,97,108,25,1.9,285,"03/07/2002",113,13,0.9,8.1,3.6,0.2,117,19,24,195,9.3,2.3,142,3,97,0.8,14,4.5,39,38,142,213,19,2,281,"3/20/01",127,11,1.1,7.7,3.7,0.2,96,22,23,197,9.4,1.6,138,2.9,94,0.9,10,4,37,19,182,166,22,1.6,273,352,361,380,364.33,-12,-3,16,77,"08/01/1962","","",1,"MW","7/26/01",14239,40,"Yerkes","A",6,3,1,2,5,5,2,2,3,2,2,5,3,3,6,1,4,2,2,1,5,5,2,2,1,3,2,2,6,3,5,4,2,3,3,1,3,1,4,7,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Jacqueline","524","01/07/2004",161,8,1,7.9,3.8,0.2,78,25,18,175,10.1,3.6,139,3.3,99,0.9,8,4.1,27,23,162,219,20,1.6,274,"1/15/03",112,7,1,7.3,3.8,0.1,84,24,19,141,9,1.8,144,3.6,109,1.1,7,3.5,42,21,81,399,21,1.8,283,"12/18/01",133,8,1.6,7.4,3.9,0.3,74,27,19,146,10,2.2,142,3.8,105,1.1,5,3.5,40,16,159,124,28,1.6,281,"1/30/01",105,7,1.2,6.9,3.7,0.2,87,26,15,157,9.5,2.2,142,3.8,107,1.2,6,3.2,37,21,140,113,27,1.8,280,322,393,357,357.33,-35,36,0,78,"10/16/1976","Martha","Homer",0,"WH","11/03/1997",7688,21.6,"Yerkes","A",7,5,5,3,2,3,1,6,6,6,4,5,3,1,4,4,3,6,5,5,3,2,5,6,1,1,4,6,2,4,3,3,6,2,2,1,2,6,2,4,5,2,2,6,"10/16/1976","Martha","Homer","Yerkes",7,0,"MW","7/25/01","B",4,2,3,3,5,4,3,3,4,3,6,4,3,3,5,5,4,3,6,4,2,3,2,5,5,5,4,4,4,4,3,3,3,4,2,4,5,3,3,5,4,2,3,4,3.5,2.5,4.5,1.5,6,5.5,5,3.5,3.5,3,2.5,3.5,4,3.5,5.5,5,5,3.5,2.5,4,4.5,2,1.5,3,5.5,3,4.5,3,3,5.5,3,3,2.5,2.5,4,2.5,4,4,2.5,3,5.5
"84","Jaimie","728","1/20/04",103,15,0.8,7.8,3.9,0.1,287,35,25,166,10.7,3.9,141,4.3,102,1,19,3.9,47,18,111,305,20,1.9,281,"2/14/03",87,14,0.8,7.9,3.7,0.1,371,52,46,147,9.4,3.5,138,3.9,102,0.9,18,4.2,48,19,121,780,26,1.9,274,"2/26/02",94,14,0.6,7.6,3.6,0.1,493,39,22,172,10.1,4.2,141,3.6,104,0.9,23,4,45,16,103,319,13,2,279,"03/09/2001",73,15,0.8,7.9,3.9,0.1,710,49,31,205,10.4,4,143,4.1,104,1,19,4,38,12,131,663,27,1.9,283,354,353,340,349,5,4,-9,79,"5/17/1995","Ericka","",0,"SS","1/14/99",1338,3.8,"Yerkes","B",NA,2,1,4,4,3,1,2,4,4,7,4,4,7,1,7,4,2,1,4,7,6,2,1,7,5,5,1,4,2,1,4,1,3,4,4,5,1,6,1,5,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Janice","654","12/07/1999",105,13,1.1,7.3,3.7,0.1,275,29,18,246,9.4,2.7,134,3.8,98,1,12,3.6,26,42,165,166,20,1.8,267,"7/22/98",79,18,1.1,7.5,3.9,0.3,458,28,15,258,10.3,3.9,139,4.4,99,1.1,16,3.6,43,43,160,135,25,1.7,278,"7/17/96",76,19,0.7,6.9,3.4,0.5,657,26,9,237,9.6,6.1,136,4.7,98,1,27,3.5,NA,NA,120,130,NA,NA,NA,"07/12/1995",87,17,0.8,7.2,3.4,0.3,690,39,18,231,9.3,5.9,139,46,97,0.9,21,3.8,NA,NA,90,167,NA,NA,NA,371,735,503,536.33,-165,199,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Jarred","549","12/14/04",122,10,1.3,7.2,3.7,0.3,68,31,19,181,9.1,1.3,142,3.3,102,1.1,8,3.5,38,34,60,189,15,1.6,281,"12/11/2003",127,10,1.2,7.7,3.9,0.3,94,40,31,192,9.3,1.3,142,3.3,101,1,8,3.8,48,48,54,487,16,1.5,281,"11/11/2002",127,8,1,7.2,3.3,0.3,61,49,35,194,8.7,1.4,140,3.2,99,0.8,8,3.9,32,43,46,355,7,1.8,276,"10/08/2001",124,9,1.3,7.3,3.8,0.4,111,43,39,185,9.5,1.5,148,3.3,107,1.1,7,3.5,20,20,53,465,17,1.7,292,399,395,369,387.67,11,7,-19,80,"9/21/1987","Gay","Ossabaw",1,"LF","7/24/97",3594,10.1,"Yerkes","A",3,1,7,7,1,3,1,5,5,5,4,1,1,6,1,6,3,6,6,4,2,4,3,5,5,1,1,5,2,6,2,2,4,6,2,5,2,6,3,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Jeanie","494","09/07/2004",114,11,1.1,7.1,3.8,0.2,48,14,19,245,9.6,3.4,140,3.1,101,1.2,10,3.3,26,16,198,504,20,1.9,276,"09/10/2003",110,12,0.8,7,3.3,0.2,56,20,19,223,9.2,2.2,141,3.1,102,0.9,15,3.7,13,14,132,231,21,1.4,278,"9/26/02",118,7,1,7.6,3.6,0.2,61,28,24,245,9.8,2.2,142,3.2,107,0.9,7,4,8,15,181,318,27,1.3,279,"9/27/01",120,10,1.1,7.4,3.7,0.2,67,14,22,235,9.9,3.8,146,3.1,100,1,9,3.7,12,8,185,133,22,1.4,288,364,349,363,358.67,5,-10,4,81,"01/01/1969","","",0,"WH","07/10/1997",10417,29.3,"Yerkes","A",2,4,4,5,5,7,1,2,3,2,5,2,5,5,3,3,4,2,2,5,5,5,4,4,5,3,2,2,5,5,1,4,2,6,5,6,2,2,5,2,2,5,4,5,"01/01/1969","","","Yerkes",2,0,"MW","7/15/01","B",3,2,3,2,2,2,3,5,5,5,3,2,5,4,2,2,4,3,5,2,5,2,3,4,3,5,4,2,6,5,4,4,3,2,2,3,4,2,2,5,5,2,3,3.5,5,5,6,1.5,2.5,4,2.5,3.5,3.5,4,3.5,2.5,2.5,3,2,2,4.5,4,4,4,3,3.5,2.5,2.5,3.5,5,4.5,2.5,4.5,2.5,5,3.5,4,2.5,2,4.5,3,2.5,5,4.5,3.5
"88","Jenda","188","11/23/04",133,11,1.2,7.1,3.3,0.2,103,14,13,142,9.4,2.8,144,3.4,103,0.9,9,3.8,31,25,254,192,24,1.9,285,"4/22/03",131,14,1,7.2,3.5,0.2,100,21,12,146,9,1.5,147,3.3,113,0.9,14,3.7,32,27,154,146,25,1.7,292,"5/23/02",127,13,0.5,7,3.4,0.1,76,25,13,157,10.1,1.6,144,3.6,102,0.9,26,3.6,31,29,133,204,28,1.7,286,"4/25/01",124,10,1.1,7.6,3.5,0.1,110,17,8,155,9.4,1.4,142,2.5,99,0.9,9,4.1,38,15,321,72,34,1.6,279,393,334,581,436,-43,-102,145,82,"2/14/1958","Soda","Jent",0,"MW","7/26/01",15868,44.6,"Yerkes","A",6,3,2,2,5,5,3,2,2,1,2,4,3,1,6,2,4,1,2,3,4,3,3,2,2,5,5,2,5,5,5,4,1,3,2,2,4,2,4,2,5,4,2,6,"2/14/1958","Soda","Jent","Yerkes",6,0,"WH","12/30/98","B",1,7,5,7,1,2,5,5,2,5,2,1,2,2,2,6,1,1,2,2,6,3,3,4,2,5,5,3,1,5,4,7,6,2,6,4,3,1,1,1,2,5,6,4,2,5,3.5,5,2,1.5,1,1.5,5,4,1,6.5,2,3,1,2,3,4,2,2.5,2.5,1.5,5.5,4,3.5,5,4.5,6,3,1.5,2,2,2.5,5,3.5,4,3.5,5.5,4.5,2,6
"89","Jenifere","480","7/31/00",134,12,1.4,7.8,3.6,0.2,136,22,17,237,9.3,2.2,144,3.5,100,0.9,9,4.2,40,30,97,143,20,2,286,"9/27/99",132,12,1.2,7,3.1,0.2,99,30,27,200,8.9,1.7,138,3,99,0.8,10,3.9,50,42,99,158,19,1.8,274,"09/02/1998",95,16,1.4,7.8,3.2,0.5,58,17,19,256,8.9,1.4,140,3.2,99,0.7,11,4.6,53,37,49,97,25,2.1,277,"8/13/97",82,12,1.1,7,3.3,0.6,55,21,25,202,9,1.7,139,3.1,99,0.9,11,3.7,NA,NA,71,904,NA,NA,NA,385,390,308,361,24,29,-53,83,"01/01/1963","","",0,"WH","09/10/1997",12671,35.6,"Yerkes","B",NA,4,5,7,3,2,5,6,5,3,2,3,1,2,6,3,3,6,5,4,3,2,7,5,2,3,3,7,2,6,4,4,6,5,3,3,4,6,2,4,4,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Jenny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"2/24/1940","Wendy","Jack",0,"DL","10/04/1997",21042,59.1,"Yerkes","B",NA,5,6,5,6,5,6,2,3,2,5,3,6,5,4,2,7,2,4,5,7,6,4,4,6,3,2,1,5,5,2,6,6,6,7,5,5,2,7,6,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Jesse","572","03/04/2003",102,18,1,8.4,2.5,0.1,140,15,23,278,9.9,2.8,140,3.8,93,0.4,18,5.9,72,48,290,117,85,1.6,280,"3/14/02",100,15,0.9,9.2,2,0.1,61,12,7,247,9.5,2.8,142,4.4,100,0.3,17,7.2,16,45,132,331,24,2,283,"3/31/01",97,18,1,9,2.4,0.2,59,12,13,235,9.2,2,136,4.1,98,0.4,18,6.6,14,25,83,904,22,1.7,272,"3/23/00",122,11,1,9.5,2.9,0.1,73,10,5,207,9.1,1.6,132,3.3,95,0.4,11,6.6,9,22,160,204,24,1.5,262,373,348,355,358.67,14,-11,-4,85,"8/14/1982","Jenda","Iyk",0,"SS","1/19/99",6002,16.9,"Yerkes","B",NA,2,1,6,5,4,1,1,1,2,2,2,4,3,6,3,3,1,1,2,6,4,1,1,4,5,4,2,4,3,2,4,2,4,2,2,1,2,4,5,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Jewelle","688","1/25/05",85,16,1.2,7.3,3.9,0.2,138,25,19,151,10,2.9,140,3.5,106,1.1,13,3.4,38,9,111,701,14,2.4,277,"1/15/03",95,11,1.2,7.8,4.1,0.1,234,22,15,149,10.1,4.1,144,3.9,106,1.1,9,3.7,39,13,49,87,19,1.6,284,"12/18/01",126,7,1.4,7.6,4,0.1,330,27,17,159,10.8,4.4,141,3.8,104,1.1,5,3.6,26,11,125,303,23,1.7,279,"1/30/01",101,18,1.2,7.3,4,0.1,393,24,16,154,10.2,4.6,141,3.9,104,1.2,15,3.3,26,10,90,114,25,1.9,282,322,393,741,485.33,-163,-92,256,86,"03/09/1992","Jaq","Rogger",0,"AH","7/26/01",3426,9.6,"Yerkes","A",9,3,6,7,5,3,1,7,6,5,4,3,3,3,5,4,3,6,5,4,3,3,4,6,4,2,2,5,4,5,3,3,5,5,3,3,3,4,3,2,3,4,4,6,"03/09/1992","Jaq","Rogger","Yerkes",9,0,"LP","8/17/97","B",6,3,3,5,6,6,2,3,4,1,7,5,5,5,4,7,5,2,2,3,1,7,1,7,5,6,1,7,6,3,2,6,1,2,1,3,3,3,6,7,5,4,2,2.5,6,4,2.5,2,7,6.5,5.5,3.5,2,3,4,5,5,3,6,4.5,3.5,3,2.5,4.5,6.5,5,1.5,1.5,5.5,3.5,6,4.5,4,5,5,2.5,5,2,4,2.5,1.5,2.5,2.5,4,6.5
