"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z","Colony","Status","Survey.1","BP.1","Weight.1..kg.","Survey.2","BP.2","Weight.2..kg.","Survey.3","BP.3","Weight.3..kg.","sex","maternity","paternity","momage","parity","bo","rearing","age","hi","date1","rbc","wbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","date2","rbc2","wbc2","hct2","hgb2","mcv2","mch2","mchc2","lymp2","mono2","eos2","date3","rbc3","wbc3","hct3","hgb3","mcv3","mch3","mchc3","lymp3","mono3","eos3"
"56","Evelyne","686","3/15/04",95,10,1,6.5,3.9,0.3,286,24,15,182,10.5,2.4,142,4,102,1.5,10,2.6,58,25,52,235,20,1.7,280,"3/20/03",134,9,0.7,7.6,3.9,0.2,242,23,18,204,10.1,3.1,139,3.4,102,1.1,13,3.7,48,26,89,153,21,1.7,276,"5/23/02",100,7,0.6,6.9,3.8,0.2,282,21,13,198,10.1,3.6,138,3.8,100,1.2,12,3.1,41,26,68,70,24,1.5,272,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,361,331,NA,-30,30,60,"09/04/1991","Sabrina","Puddin",0,"MW","7/15/01",3602,10.1,"Yerkes","A",5,6,2,3,6,4,1,1,2,2,2,6,2,2,5,3,2,1,1,1,4,2,5,2,2,7,6,2,6,2,5,6,1,4,2,2,2,1,4,2,2,5,2,1,"09/04/1991","Sabrina","Puddin","Yerkes",5,0,"MW","7/29/01","B",2,1,3,2,6,6,4,5,5,6,7,2,2,4,5,5,6,3,6,3,2,2,4,6,3,2,1,4,6,6,3,2,1,6,3,4,6,6,6,6,4,1,1,5,3.5,5.5,5,1,4,4,2,4,4,2.5,2,3.5,4.5,2.5,3.5,3,3.5,4,2.5,4.5,2,4,5,5,2,6,4,3.5,4,2,5,4,3,1.5,1,3.5,1.5,1.5,5.5,3.5,3,"Yerkes","Alive","4/29/11","130/69",70,"2/25/10","137/64",73,"4/27/09","146/67",74,0,"Sabrina","Puddin",12.92,2,2,2,"5.5","0.39","18/03/1997",5.21,12800,40.5,13.6,77.7,26.1,33.6,24,0,2,"11/03/1998",5.41,12200,42,14,77.6,25.9,33.3,35,4,0,"08/12/1998",4.35,11100,37.9,12.2,87.1,28,32.2,50,1,2
"57","Faye","694","01/06/2004",119,6,0.8,7.6,4,0.2,152,27,21,202,9.8,1.7,140,3.4,104,1.1,8,3.6,30,22,176,586,17,1.9,275,"12/17/02",95,12,1,7.9,4.1,0.2,190,24,39,214,10.5,3.9,135,3.2,103,1.1,12,3.8,23,22,63,2325,15,1.8,267,"2/19/02",155,9,0.8,6.6,3.5,0.1,198,22,17,171,9,2.4,140,3.5,105,1.1,11,3.1,25,17,65,103,12,1.6,279,"4/17/01",136,12,1,7.3,3.7,0.2,317,26,23,208,9.8,1.8,140,3.5,101,1,12,3.6,25,15,73,235,22,1.9,279,308,301,385,331.33,-23,-30,54,61,"6/22/1992","Sheila","",0,"AH","7/15/01",3310,9.3,"Yerkes","A",2,2,4,4,3,5,2,4,2,2,3,3,3,4,4,4,4,2,2,3,5,3,2,2,5,5,3,4,5,5,2,4,3,4,2,4,3,2,3,4,2,5,5,4,"6/22/1992","Sheila","","Yerkes",2,0,"WH","6/16/02","B",2,2,3,5,2,4,4,5,2,6,4,3,5,4,2,5,5,4,6,3,6,4,5,4,1,4,3,2,2,5,4,3,3,4,5,4,3,5,5,3,4,6,4,3,4,4,5.5,2,4,2.5,2,4,4.5,3,3.5,4.5,4,3.5,2,2,3,4.5,3.5,3,3,5,5,4,4,5,4.5,2.5,4.5,2,4.5,3,3,3,4,3.5,3.5,3,5.5,3.5,4.5,"Yerkes","Alive","07/08/2011","166/100",63.5,"12/17/09","104/58",60.5,"9/18/08","107/56",59.5,0,"Sheila","",20.25,10,10,2,"4.5","0","04/12/1996",4.76,5500,40.1,12.8,84.2,26.9,31.9,52,1,5,"11/12/1997",5.13,10700,41,13.6,79.9,26.5,33.2,49,2,2,"13/01/1999",5.4,12000,44,14.8,81.5,27.4,33.6,42,7,1
"58","Fiona","722","2/17/03",120,11,1.1,7.1,4,0.2,457,60,18,191,9.4,4.4,137,3.3,105,1.3,10,3.1,21,8,102,392,21,1.6,272,"3/28/02",110,10,0.9,7.1,3.6,0.1,459,45,22,181,9.3,4.4,141,3.6,102,1,11,3.5,21,7,95,143,8,1.7,279,"09/05/2001",116,10,1,6.9,3.8,0.1,539,50,17,193,9.1,4.1,148,4,105,1.2,10,3.1,15,6,70,142,27,1.8,293,"04/12/2000",130,11,1,7.1,3.7,0.1,624,50,22,216,19.4,4.9,134,3.6,97,1.1,11,3.4,20,18,79,161,30,1.8,267,511,204,326,347,164,-143,-21,62,"12/05/1994","Leslie","Lux",0,"AH","7/26/01",2425,6.8,"Yerkes","A",11,6,2,5,6,3,1,6,6,3,6,5,5,5,2,4,5,2,1,5,4,5,4,3,6,6,5,2,4,3,2,5,5,5,4,5,5,3,5,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","05/12/2011","139/77",93.5,"02/11/2010","143/74",90,"11/04/2008","147/94",80.5,0,"Leslie","",24.92,6,3,1,"2","0.32","05/03/1997",5.57,25500,39,13,70,23.3,33.3,43,1,1,"03/03/1998",5.16,12300,36.8,12.6,71.3,24.4,34.2,51,3,5,"24/03/1999",5.25,12300,38.6,12.8,73.5,24.4,33.2,57,7,1
"59","Foxy","382","12/07/2004",116,8,1,7.2,3.7,0.3,49,33,20,263,18.7,1.4,140,3.1,102,1.1,8,3.5,30,26,55,503,25,1.6,275,"12/30/03",99,5,0.9,7.4,3.7,0.3,56,20,16,256,9,2.4,141,3,103,1,6,3.7,34,22,61,277,18,1.6,275,"01/08/2003",120,11,1.1,7.1,3.5,0.1,60,27,27,229,8.1,2.7,137,2.9,99,1,10,3.6,38,22,71,504,19,1.5,271,"12/05/2000",105,9,1,7.4,3.7,0.1,57,56,32,254,9,2.6,144,4.1,105,1,9,3.7,26,16,71,202,24,1.6,285,764,356,343,487.67,276,-132,-145,64,"12/10/1967","Halpha","Jethrow",0,"AH","7/15/01",12271,34.5,"Yerkes","A",2,2,6,5,4,5,2,6,3,2,4,3,3,2,4,4,2,1,2,4,5,4,4,3,2,2,2,2,5,4,3,4,3,4,3,3,3,2,4,3,4,4,4,5,"10/12/1967","Halpha","Jethrow","Yerkes",2,0,"WH","9/17/97","B",2,6,2,6,4,1,3,5,2,6,5,2,2,2,4,5,1,2,3,3,6,4,4,5,3,5,7,2,3,4,2,5,6,3,5,3,2,2,2,5,6,5,6,2.5,5.5,4.5,4,4,5.5,4,2,3,4.5,2.5,2,5,2.5,2.5,2.5,3,3,4,3,3,3.5,2,3.5,3,3.5,4.5,4.5,4,3,3,2.5,3,2.5,4.5,3.5,3,5,5,5,3,5,"Yerkes","Alive","03/03/2011","135/71",60,"12/17/09","126/68",66,"1/15/08","120/68",58.5,0,"Halpha","Jethro",11,1,1,2,"29.5","0.44","24/06/1997",3.99,10900,35.9,11.6,90,29.1,32.3,40,0,4,"03/12/1997",4.28,12300,38.7,12.5,90.4,29.2,32.3,74,1,0,"10/12/1998",4.45,11100,41,13.6,92.1,30.6,33.2,50,5,0
"60","Frannie","696","4/29/04",139,10,0.7,7.3,4,0.2,216,28,13,212,10.1,2.6,135,2.7,98,1.2,14,3.3,21,27,73,238,26,1.7,267,"06/03/2003",119,10,0.7,7.3,4.1,0.2,274,17,14,182,9.5,2.5,139,3.2,106,1.3,14,3.2,21,26,47,224,25,1.7,275,"6/25/02",144,10,0.7,7.2,4.1,0.2,305,19,13,200,10.3,2.7,141,3.2,101,1.3,14,3.1,18,25,76,239,26,1.8,280,"06/04/2001",91,9,0.8,7.6,4,0.2,333,21,8,201,10.5,3.1,140,3.9,97,1.1,11,3.6,18,16,46,78,24,1.8,276,386,343,331,353.33,33,-10,-22,66,"10/26/1992","Borie","Jimoh",0,"SS","01/03/1999",2260,6.3,"Yerkes","B",2,5,1,5,6,3,5,2,2,4,4,5,4,4,4,5,4,4,1,4,5,4,6,5,6,5,5,3,5,4,2,4,2,4,4,5,1,5,6,1,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","06/06/2011","109/48",75.5,"7/13/10","105/39",69,"05/11/2009","149/77",67,0,"Borie","Jimoh",28,4,3,2,"4.5","0.64","08/04/1997",5.22,12600,41.8,13.8,80.1,26.4,33,29,3,0,"21/04/1998",4.79,9300,39.1,12.8,81.6,26.7,32.7,35,2,2,"28/04/1999",5.21,10200,42.3,14.1,81.2,27.1,33.3,51,2,2
"61","Fritz","561","11/03/2004",105,12,1.2,7.3,3.5,0.3,65,39,28,175,19.2,1.6,142,3.8,102,0.9,10,3.8,39,48,73,503,21,1.8,281,"8/27/03",122,11,1.5,8,3.9,0.4,88,30,34,158,9.1,2.3,146,3.7,105,1,7,4.1,38,48,154,374,30,1.6,289,"7/22/02",103,10,1.4,7.6,3.8,0.4,91,34,24,177,9.9,2.4,140,3.5,99,1,7,3.8,43,45,118,481,32,1.7,276,"6/26/01",132,15,1.2,7.8,3.9,0.2,84,40,30,175,10,2.7,143,4.1,102,1,13,3.9,39,24,253,308,25,1.8,286,391,401,434,408.67,-18,-8,25,67,"7/14/1988","Bo","Ossabaw",1,"WH","11/21/97",3417,9.6,"Yerkes","A",8,3,5,5,2,2,5,4,5,6,3,4,2,4,4,4,3,5,6,3,2,2,5,5,4,2,2,6,2,3,4,2,5,3,6,3,5,6,2,4,5,3,2,6,"7/14/1988","Bo","Ossabaw","Yerkes",8,1,"AH","7/26/01","B",5,3,2,5,5,5,2,4,5,4,5,3,4,5,6,5,4,3,3,4,2,3,2,3,3,4,4,4,5,5,4,3,4,3,2,4,4,3,4,5,3,5,5,2.5,4,3,2.5,4,4.5,5,5.5,3,3,2,3.5,4.5,4.5,3.5,5,6,3.5,3,2.5,5,4,4,2,2,5,3.5,3,3.5,3,4,3.5,4.5,3.5,4.5,5.5,3,4,5,3.5,3.5,5.5,"Yerkes","Alive","11/17/10","119/69",90,"10/05/2009","132/65",99.5,"11/05/2008","146/80",83.5,1,"Bo","Ossabaw",19.5,2,2,3,"8.5","-0.12","02/07/1997",6.42,12700,52.6,17.7,81.9,27.6,33.7,18,3,4,"22/07/1998",6.27,12700,51.6,17.1,82.3,27.36,33.1,36,2,1,"13/07/1999",6.33,16400,51,16.8,80.6,26.5,32.9,10,4,0
"62","Garbo","168","12/02/1999",105,12,1.1,8,3.5,0.1,129,54,35,183,19.3,2,144,2.9,100,0.8,11,4.5,27,27,49,449,34,2.3,283,"7/29/98",94,14,1,7.9,3.7,0.2,123,40,22,185,19,2.1,138,3.5,98,0.9,14,4.2,20,34,55,431,38,2.6,273,"7/21/97",95,13,1,7.8,3.1,0.4,109,17,17,217,19.6,2.5,141,3.6,103,0.7,13,4.7,NA,NA,47,247,NA,NA,NA,"7/16/96",77,14,1,7.2,3.4,0.7,75,28,17,179,19.1,4.1,141,3.6,95,0.9,14,3.8,NA,NA,71,108,NA,NA,NA,370,373,491,411.33,-41,-38,80,68,"12/10/1953","Gamma","Bokar",0,"WH","10/22/97",16022,45,"Yerkes","B",NA,1,1,5,6,5,3,3,2,1,5,5,5,4,6,1,4,1,1,5,6,4,4,3,5,6,5,2,5,3,4,4,1,5,4,3,5,3,6,5,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Gamma","Bokar",21,8,5,2,"43.5","-0.33","21/07/1997",5.04,12000,42.3,13.8,83.9,27.4,32.6,21,3,4,"29/07/1998",4.68,10100,39.9,13.3,85.3,28.4,33.3,36,4,2,"02/12/1999",4.71,13500,39.9,12.9,84.7,27.4,32.3,33,0,4
"63","Gay","46A","12/07/1999",18,11,0.9,7.2,3.7,0.1,61,19,16,215,17.9,3.6,133,2.9,93,0.8,12,4.1,20,11,90,111,15,1.8,263,"3/30/98",95,8,0.6,7,2.9,0.3,60,25,13,208,18.5,3.8,138,3.6,96,0.7,13,4.1,NA,NA,46,87,NA,NA,NA,"3/31/97",111,12,0.9,7.9,3,0.3,47,20,13,256,19.7,4.5,143,3.3,100,0.6,13,4.9,NA,NA,60,126,NA,NA,NA,"1/16/96",132,39,0.9,7.1,3.3,0.4,62,20,11,226,19,3,141,3.1,98,0.9,43,3.8,NA,NA,72,71,NA,NA,NA,440,364,617,473.67,-34,-110,143,69,"01/01/1967","","",0,"WH","8/31/97",11200,31.5,"Yerkes","A",7,2,7,7,3,4,2,6,5,6,3,5,3,5,5,4,2,7,6,6,3,2,5,4,4,2,2,4,4,5,4,3,6,4,4,3,5,4,5,3,4,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,NA,NA,1,"30","-0.83","31/03/1997",5.2,6500,40.3,13.5,77.5,26,33.5,50,0,2,"30/03/1998",5,10900,39.9,13.4,79.8,26.8,33.6,40,1,0,"18/02/1999",4.83,8200,39,13,80.7,26.9,33.3,36,3,1
"64","Gelb","505","7/19/04",81,7,1.1,7.4,3.5,0.3,87,78,46,184,8.9,3.9,140,4,100,0.9,6,3.9,63,31,84,166,87,1.4,275,"1/13/03",100,13,1.1,7.8,4,0.5,69,96,54,255,9.4,3,137,3,95,1.1,12,3.8,31,25,164,601,78,2.4,271,"2/19/02",95,10,1,7.7,3.8,0.3,94,81,48,211,9,4.5,141,3.7,96,1,10,3.9,25,28,125,248,51,2,278,"1/31/01",104,10,1.2,7.8,3.8,0.4,104,82,53,209,9.7,2,139,3.4,98,1,8,4,36,23,87,405,50,1.6,274,384,328,553,421.67,-38,-94,131,70,"4/18/1983","Sheila","Walnut",1,"MW","7/15/01",6663,18.7,"Yerkes","A",2,1,6,6,2,2,3,6,6,5,5,2,1,2,4,2,5,5,6,4,2,3,7,7,3,2,1,6,5,5,2,6,3,4,4,2,2,4,4,2,5,5,4,5,"4/18/1983","Sheila","Walnut","Yerkes",2,1,"WH","09/02/1997","B",5,5,3,6,4,2,3,3,2,5,5,2,2,4,5,5,2,2,3,4,5,5,4,3,4,5,6,1,4,5,3,5,6,3,5,2,4,3,2,5,5,6,6,2,5.5,2.5,2.5,4,5.5,5.5,5,4,3.5,2,2,5,2,4.5,4.5,5.5,4,2,2.5,5.5,6,2.5,3.5,2.5,5.5,5,4,3.5,4,3.5,3,3.5,1.5,4,5,3.5,4,5.5,5,3,5,"Yerkes","Alive","11/14/11","116/60",55.5,"2/21/11","108/57",77.5,"12/09/2009","145/71",75,1,"Sheila","Walnut",11,2,2,2,"14.5","-0.42","02/12/1997",4.99,7300,44.8,14.8,89.8,29.7,33,40,2,5,"14/12/1998",4.95,10100,45.1,14.9,91.1,30.1,33,61,1,2,"21/06/1999",4.73,7900,42.8,14.2,90.5,30,33.2,47,3,1
"65","Georgia","562","06/11/2004",97,8,1,7.6,4,0.1,99,40,20,187,9.9,2.6,146,3,108,1.1,8,3.6,46,18,251,126,31,1.9,285,"6/25/03",132,9,1,7.3,3.9,0.2,78,34,18,196,8.6,1.1,144,2.8,107,1.1,9,3.4,32,23,86,265,29,1.5,284,"06/06/2002",128,9,1,7.7,4,0.1,74,33,21,204,9.8,1.6,142,3.1,109,1.1,9,3.7,28,27,134,322,30,1.8,280,"9/19/01",112,9,1.2,7.5,3.9,0.2,72,37,26,208,9.2,1.8,140,2.7,101,1.1,8,3.6,32,15,165,529,29,1.7,275,260,384,352,332,-72,52,20,71,"8/27/1980","Borie","Jiggs",0,"JM","8/16/00",7294,20.5,"Yerkes","A",1,1,7,7,2,6,1,7,7,6,6,1,2,4,1,4,3,7,7,7,1,4,4,6,7,1,1,6,1,6,1,2,7,6,2,6,1,6,3,2,2,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","4/21/09","149/93",81,"","",NA,"","",NA,0,"Borie","Jiggs",16,2,1,1,"17","1","09/10/1997",5.33,11600,44.5,14.8,83.5,27.8,33.3,46,2,1,"30/09/1998",5.21,13600,44.1,14.9,84.6,28.6,33.8,24,2,0,"28/09/1999",5,18300,43,14.4,86,28.8,33.5,12,2,0
"66","Gwennie","506","11/18/99",141,9,0.9,8.1,3.8,0.1,112,36,24,194,9.8,2.6,142,3.8,105,0.9,10,4.3,35,30,109,364,31,1.8,282,"02/09/1998",128,17,0.6,7.6,3.4,0.4,50,39,23,244,9.4,3.5,139,3.7,97,0.8,28,4.2,NA,NA,101,393,NA,NA,NA,"12/23/96",118,18,1,8.7,3.8,0.4,53,34,30,308,9.7,2.8,140,3.7,94,0.8,18,4.9,NA,NA,86,851,NA,NA,NA,"12/07/1995",98,16,0.9,7.7,3.7,0.4,43,51,26,267,10.1,3.6,142,4,98,0.9,18,4,NA,NA,80,521,NA,NA,NA,382,413,647,480.67,-99,-68,166,73,"01/01/1969","","",0,"SS","1/16/99",10972,30.8,"Yerkes","B",NA,1,1,7,7,6,1,1,7,1,6,1,4,1,5,1,5,1,1,7,1,6,1,1,6,1,4,1,7,6,1,5,2,7,5,7,1,1,2,7,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,NA,NA,1,"27.5","0.58","23/12/1996",5.08,11300,41.2,13.5,81.1,26.6,32.8,38,2,1,"02/12/1998",3.52,6800,31.3,10,88.9,28.4,31.9,37,0,1,"18/11/1999",5.28,7300,43.8,14.4,83,27.3,32.9,54,8,2
"67","Heppie","400","6/28/04",108,11,0.8,7.2,3,0.2,107,88,54,272,8.5,1.4,142,2.5,98,0.7,14,4.2,97,29,178,532,118,2.2,279,"09/09/2003",103,9,0.9,6.9,2.4,0.4,118,99,61,254,7.9,1.8,141,2.4,96,0.5,10,4.5,55,27,194,494,110,1.4,276,"8/17/02",85,9,0.9,7.6,3.1,0.2,77,70,49,263,9.2,3.5,143,2.7,97,0.7,10,4.5,77,30,137,163,77,1.2,279,"7/25/01",108,7,0.9,7.1,3.1,0.3,103,73,47,234,8.8,2.5,140,2.7,99,0.8,8,4,45,25,111,380,70,1.4,274,388,388,293,356.33,32,32,-63,74,"05/08/1969","Lolita","Hep",0,"AH","7/15/01",11756,33,"Yerkes","A",2,4,3,3,6,6,2,4,3,2,4,5,4,2,5,1,4,1,1,4,5,4,3,1,1,4,3,2,6,4,5,4,2,3,4,2,5,2,3,6,3,6,4,4,"05/08/1969","Lolita","Hep","Yerkes",2,0,"MW","7/29/01","B",3,2,4,5,3,3,5,4,3,3,4,3,5,4,3,5,3,4,5,4,4,5,4,5,4,5,4,3,4,5,4,5,4,3,5,4,4,3,4,4,3,3,4,4.5,3,5,5.5,2,4,3.5,2.5,3.5,4.5,4,2.5,5,2,4,2,2,4,4.5,4,3.5,3,2.5,4.5,3.5,3.5,5.5,4.5,5,4.5,3,3,3.5,2.5,4.5,2.5,3.5,5,3.5,4.5,3.5,4.5,"Yerkes","Deceased","11/02/2009","204/128",51,"10/27/09","78/39",55,"06/02/2009","110/57",55,0,"Lolita","Hep",9,1,1,2,"28","-0.04","07/07/1997",4.77,11000,40.9,13.8,85.7,28.9,33.7,62,1,7,"16/07/1998",4.78,12200,42.2,14.2,88.3,29.7,33.6,57,2,6,"14/07/1999",4.98,11000,43.8,14.7,88,29.5,33.6,78,4,2
"68","Hoboh","367","05/04/1999",121,18,1.3,8.1,3.6,0.2,95,39,51,246,9.2,5.1,143,2.6,90,0.8,14,4.5,44,34,80,253,20,2,284,"4/16/98",85,17,1,8,3.1,0.2,80,36,27,245,8.7,2.6,136,3.2,90,0.6,17,4.9,43,36,90,165,22,2.1,270,"04/09/1997",103,15,1.1,8.3,3.4,0.4,83,31,28,244,9.5,2.4,144,3.3,97,0.7,14,4.9,NA,NA,80,153,NA,NA,NA,"3/27/96",85,15,1,8.3,3.3,0.4,79,30,29,219,9.4,2.3,141,3.4,91,0.7,15,5,NA,NA,118,20,NA,NA,NA,378,372,383,377.67,0,-6,5,75,"01/01/1959","","",1,"WH","7/27/97",14087,39.6,"Yerkes","A",3,1,6,6,2,2,6,6,4,6,3,5,2,3,4,4,4,5,6,5,3,3,6,6,4,2,4,4,5,5,5,2,6,4,4,4,5,6,4,4,5,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","",NA,NA,NA,1,"38","-1","09/04/1997",5.59,9600,45.8,15.3,81.9,27.4,33.4,49,3,2,"16/04/1998",5.11,123000,42.2,13.9,82.6,27.2,32.9,44,6,5,"04/05/1999",5.33,13500,43.7,14.5,82,27.2,33.2,42,7,2
